full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Ronald Murphy,Ronald,Murphy,ronald.murphy@realtor.com,(702) 862-7343,HomeSmart,Tucson,AZ,Tucson,AZ347855,AZ,5,15,6750000,65,B,B,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Richard Wilson,Richard,Wilson,richardwilson63@hotmail.com,(215) 720-1252,Sotheby's International Realty,Seattle,WA,Seattle,WA573513,WA,15,20,12000000,73,A,A,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ruth Lee,Ruth,Lee,leeruth@weichert.com,(612) 909-1994,HomeSmart,Chicago,IL,Chicago,IL756881,IL,12,16,4800000,78,A,A,4.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Diaz,Andrew,Diaz,andrew_diaz@kw.com,(412) 887-6549,HomeSmart,Boston,MA,Boston,MA905743,MA,4,25,16250000,74,A,A,3.8,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jennifer Bennett,Jennifer,Bennett,jennifer.bennett@realtor.com,(305) 565-3126,Coldwell Banker,San Francisco,CA,San Francisco,CA218478,CA,6,60,45000000,87,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Roberts,Anthony,Roberts,robertsanthony@outlook.com,(806) 542-2790,Windermere Real Estate,Birmingham,AL,Birmingham,AL730214,AL,4,8,1760000,79,B,B,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Richard Alvarez,Richard,Alvarez,alvarez.r@outlook.com,(512) 651-5713,Redfin,Provo,UT,Provo,UT382998,UT,3,20,10000000,82,C,C,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Thomas Harris,Thomas,Harris,thomas.harris@homesmart.com,(206) 478-7853,Windermere Real Estate,Columbus,OH,Columbus,OH173463,OH,2,45,11250000,84,B,B,4.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Mary Martin,Mary,Martin,mary_martin@sothebysrealty.com,(843) 581-5858,CBRE,Chicago,IL,Chicago,IL264841,IL,7,40,12000000,99,A,A,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Alexander Jones,Alexander,Jones,alexanderjones@coldwellbanker.com,(619) 436-7673,Corcoran Global Living,Denver,CO,Denver,CO823523,CO,6,16,8800000,80,A,A,4.8,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Sarah Flores,Sarah,Flores,sarah_flores@aol.com,(559) 598-1660,Independent Agent,Montgomery,AL,Montgomery,AL197562,AL,8,10,2200000,89,C,C,4.4,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christopher Ross,Christopher,Ross,christopher.ross@aol.com,(512) 933-4219,Corcoran Global Living,Oklahoma City,OK,Oklahoma City,OK652863,OK,3,10,2100000,74,B,B,4.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephanie Allen,Stephanie,Allen,allenstephanie@kw.com,(970) 997-5119,Better Homes and Gardens Real Estate,Minneapolis,MN,Minneapolis,MN847115,MN,15,16,5600000,82,A,A,5.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Paul Bailey,Paul,Bailey,paul_bailey@yahoo.com,(912) 415-7007,Coldwell Banker,Baltimore,MD,Baltimore,MD372934,MD,3,12,5100000,61,B,B,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Frank Howard,Frank,Howard,howardfrank@kw.com,(319) 443-1975,JLL,Charleston,SC,Charleston,SC504549,SC,5,12,3480000,69,C,C,3.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nancy Martinez,Nancy,Martinez,nancymartinez39@hotmail.com,(716) 335-5088,United Real Estate,Chicago,IL,Chicago,IL448698,IL,6,20,6000000,77,A,A,4.6,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ruth Long,Ruth,Long,rlong@kw.com,(412) 534-9176,Redfin,Minneapolis,MN,Minneapolis,MN727696,MN,6,8,2800000,76,A,A,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jonathan Watson,Jonathan,Watson,watsonjonathan@realtor.com,(515) 754-9075,Better Homes and Gardens Real Estate,Chicago,IL,Chicago,IL362954,IL,4,20,6000000,81,A,A,3.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ashley Scott,Ashley,Scott,ashley.scott@sothebysrealty.com,(951) 750-4484,Coldwell Banker,Philadelphia,PA,Philadelphia,PA811855,PA,7,12,3480000,77,A,A,3.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dorothy Ramirez,Dorothy,Ramirez,dorothyramirez@outlook.com,(612) 520-8834,JLL,Madison,WI,Madison,WI555749,WI,3,10,2750000,71,C,C,3.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Melissa Thomas,Melissa,Thomas,thomas.m@aol.com,(713) 261-4493,Sotheby's International Realty,Lincoln,NE,Lincoln,NE697969,NE,5,10,2300000,77,C,C,3.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda Murphy,Linda,Murphy,linda.murphy@remax.com,(215) 768-2465,JLL,Raleigh,NC,Raleigh,NC919062,NC,10,18,5580000,71,B,B,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
William Baker,William,Baker,bakerwilliam@compass.com,(951) 487-3109,eXp Realty,Shreveport,LA,Shreveport,LA854289,LA,7,12,2760000,73,C,C,4.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brian Cox,Brian,Cox,coxbrian@compass.com,(601) 201-5290,Century 21,Montgomery,AL,Montgomery,AL637431,AL,3,8,1760000,83,C,C,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Eric Hughes,Eric,Hughes,hughes.e@kw.com,(804) 399-4718,ERA Real Estate,San Jose,CA,San Jose,CA428209,CA,6,30,22500000,89,A,A,3.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Deborah Lee,Deborah,Lee,lee.d@realtor.com,(216) 607-7759,Compass,Tampa,FL,Tampa,FL232348,FL,6,4,1600000,67,B,B,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ryan Roberts,Ryan,Roberts,ryanroberts37@weichert.com,(901) 335-9954,Cushman & Wakefield,Nashville,TN,Nashville,TN656166,TN,10,8,2560000,81,A,A,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Raymond Rivera,Raymond,Rivera,rivera.r@hotmail.com,(408) 904-9668,Realty ONE Group,Atlanta,GA,Atlanta,GA680709,GA,5,30,9750000,96,A,A,5.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Emily Thomas,Emily,Thomas,ethomas@exp.com,(305) 673-9786,RE/MAX,San Diego,CA,San Diego,CA407070,CA,15,35,26250000,84,A,A,3.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gregory Perez,Gregory,Perez,gregoryperez@homesmart.com,(205) 902-8794,United Real Estate,Denver,CO,Denver,CO389402,CO,4,16,8800000,78,A,A,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Raymond Baker,Raymond,Baker,rbaker@weichert.com,(215) 800-7513,eXp Realty,Shreveport,LA,Shreveport,LA315422,LA,2,6,1380000,79,C,C,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kathleen Davis,Kathleen,Davis,daviskathleen@hotmail.com,(608) 676-3538,CBRE,Seattle,WA,Seattle,WA561556,WA,5,20,12000000,93,A,A,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gregory Alvarez,Gregory,Alvarez,alvarez.g@yahoo.com,(806) 895-3672,CBRE,Little Rock,AR,Little Rock,AR338008,AR,8,8,1560000,85,C,C,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joseph Williams,Joseph,Williams,williams.j@weichert.com,(912) 303-1223,Weichert Realtors,Pittsburgh,PA,Pittsburgh,PA750038,PA,7,15,4350000,87,B,B,3.6,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michelle Ramos,Michelle,Ramos,michelle_ramos@sothebysrealty.com,(405) 816-1852,Better Homes and Gardens Real Estate,Charleston,SC,Charleston,SC132702,SC,3,10,2900000,67,C,C,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Karen Carter,Karen,Carter,kcarter@remax.com,(608) 435-8524,Century 21,Tucson,AZ,Tucson,AZ534789,AZ,7,35,15750000,100,B,B,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christine Smith,Christine,Smith,christinesmith@compass.com,(210) 895-3925,Weichert Realtors,Salt Lake City,UT,Salt Lake City,UT114885,UT,1,28,14000000,77,B,B,3.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Paul Murphy,Paul,Murphy,paul_murphy@sothebysrealty.com,(865) 745-6207,Redfin,Seattle,WA,Seattle,WA426475,WA,8,40,24000000,89,A,A,4.6,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Alexander Jones,Alexander,Jones,alexanderjones@kw.com,(865) 945-1380,Corcoran Global Living,Lubbock,TX,Lubbock,TX183610,TX,5,20,7000000,89,C,C,3.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Justin Cruz,Justin,Cruz,cruz.j@realtor.com,(970) 710-7927,JLL,Austin,TX,Austin,TX343867,TX,7,30,10500000,82,A,A,4.4,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ryan Ortiz,Ryan,Ortiz,ryan.ortiz@kw.com,(713) 461-2091,HomeSmart,Raleigh,NC,Raleigh,NC888291,NC,2,15,4650000,85,B,B,4.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Eric Evans,Eric,Evans,ericevans@hotmail.com,(410) 902-1224,United Real Estate,Denver,CO,Denver,CO970480,CO,4,16,8800000,71,A,A,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Catherine Anderson,Catherine,Anderson,canderson@outlook.com,(520) 581-8331,Better Homes and Gardens Real Estate,San Antonio,TX,San Antonio,TX952500,TX,3,18,6300000,81,B,B,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Nelson,Gary,Nelson,garynelson@hotmail.com,(316) 792-9164,JLL,San Antonio,TX,San Antonio,TX806495,TX,8,8,2800000,80,B,B,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Catherine Rogers,Catherine,Rogers,catherinerogers66@gmail.com,(412) 259-7682,ERA Real Estate,Cincinnati,OH,Cincinnati,OH928266,OH,4,22,5500000,80,B,B,3.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kathleen Moore,Kathleen,Moore,kathleen.moore@realtor.com,(559) 561-6271,Coldwell Banker,Milwaukee,WI,Milwaukee,WI468355,WI,4,8,2200000,80,B,B,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Betty Wilson,Betty,Wilson,bettywilson96@compass.com,(312) 842-5433,Corcoran Global Living,Asheville,NC,Asheville,NC522318,NC,2,12,3720000,68,C,C,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Nicole Diaz,Nicole,Diaz,nicolediaz@compass.com,(216) 447-7361,eXp Realty,Sacramento,CA,Sacramento,CA314380,CA,6,22,16500000,92,B,B,4.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Elizabeth Howard,Elizabeth,Howard,howard.e@century21.com,(415) 928-5454,Zillow Premier Agent,Milwaukee,WI,Milwaukee,WI914193,WI,5,18,4950000,83,B,B,4.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Helen Patel,Helen,Patel,patel.h@yahoo.com,(704) 640-7676,Corcoran Global Living,Pittsburgh,PA,Pittsburgh,PA842220,PA,3,18,5220000,68,B,B,4.4,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Peterson,Kevin,Peterson,petersonkevin@compass.com,(704) 762-4213,Local Brokerage,Spokane,WA,Spokane,WA130920,WA,5,3,1800000,68,C,C,3.5,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicole Brooks,Nicole,Brooks,brooks.n@compass.com,(414) 941-4939,Sotheby's International Realty,Miami,FL,Miami,FL519866,FL,2,40,16000000,74,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Morales,Nicholas,Morales,nicholas_morales@remax.com,(515) 465-3859,RE/MAX,Tucson,AZ,Tucson,AZ672209,AZ,2,18,8100000,79,B,B,3.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Donald Evans,Donald,Evans,devans@century21.com,(215) 603-1123,Marcus & Millichap,Phoenix,AZ,Phoenix,AZ753887,AZ,4,50,22500000,85,A,A,3.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kevin Ross,Kevin,Ross,kross@gmail.com,(716) 545-4494,Keller Williams,Fayetteville,AR,Fayetteville,AR816233,AR,1,10,1950000,75,C,C,3.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Barbara Lewis,Barbara,Lewis,barbaralewis@exp.com,(414) 908-9413,RE/MAX,St. Louis,MO,St. Louis,MO789678,MO,12,8,2080000,82,B,B,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
David Edwards,David,Edwards,dedwards@exp.com,(608) 845-4672,Coldwell Banker,Kansas City,MO,Kansas City,MO873158,MO,10,45,11700000,91,B,B,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Katherine Ramirez,Katherine,Ramirez,ramirez.k@compass.com,(801) 669-6863,ERA Real Estate,Lubbock,TX,Lubbock,TX563712,TX,2,12,4200000,71,C,C,4.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brian Sanders,Brian,Sanders,brian_sanders@weichert.com,(843) 799-6945,Local Brokerage,Reno,NV,Reno,NV152733,NV,3,20,8500000,70,C,C,3.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Ronald Morales,Ronald,Morales,ronald_morales@coldwellbanker.com,(828) 412-5294,Redfin,Spokane,WA,Spokane,WA812700,WA,6,3,1800000,69,C,C,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brandon Bennett,Brandon,Bennett,brandon_bennett@outlook.com,(407) 876-8297,Zillow Premier Agent,Cedar Rapids,IA,Cedar Rapids,IA729754,IA,1,3,615000,67,C,C,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brenda Ramirez,Brenda,Ramirez,ramirezbrenda@kw.com,(206) 301-3375,Redfin,Washington,DC,Washington,DC261787,DC,5,12,8400000,87,A,A,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anthony Price,Anthony,Price,anthony_price@yahoo.com,(916) 710-7026,Independent Agent,Las Vegas,NV,Las Vegas,NV764279,NV,3,18,7650000,77,B,B,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sarah Castillo,Sarah,Castillo,sarahcastillo@outlook.com,(816) 404-5572,Corcoran Global Living,St. Louis,MO,St. Louis,MO780838,MO,1,8,2080000,84,B,B,3.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jack Cruz,Jack,Cruz,cruz.j@aol.com,(828) 381-8615,Weichert Realtors,Columbus,OH,Columbus,OH497307,OH,3,18,4500000,87,B,B,3.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Kenneth Morgan,Kenneth,Morgan,morgan.k@gmail.com,(612) 477-2550,CBRE,Knoxville,TN,Knoxville,TN607201,TN,3,12,3840000,81,C,C,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Melissa Green,Melissa,Green,melissagreen@weichert.com,(423) 881-6061,Weichert Realtors,Tampa,FL,Tampa,FL215677,FL,7,15,6000000,92,B,B,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Justin Murphy,Justin,Murphy,justinmurphy60@kw.com,(704) 789-1791,Weichert Realtors,Portland,OR,Portland,OR359889,OR,15,8,4000000,91,A,A,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
George Gonzalez,George,Gonzalez,gonzalez.g@compass.com,(615) 244-4268,Local Brokerage,Phoenix,AZ,Phoenix,AZ514025,AZ,7,20,9000000,79,A,A,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Young,Gary,Young,young.g@homesmart.com,(775) 508-2752,Zillow Premier Agent,Kansas City,MO,Kansas City,MO607494,MO,1,4,1040000,63,B,B,4.3,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Matthew Bennett,Matthew,Bennett,bennettmatthew@yahoo.com,(212) 697-4389,Cushman & Wakefield,Houston,TX,Houston,TX835309,TX,5,20,7000000,90,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Scott Anderson,Scott,Anderson,anderson.s@sothebysrealty.com,(806) 871-1053,Zillow Premier Agent,Houston,TX,Houston,TX515085,TX,3,20,7000000,71,A,A,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dorothy Evans,Dorothy,Evans,evans.d@exp.com,(415) 685-2177,Zillow Premier Agent,Nashville,TN,Nashville,TN204485,TN,12,16,5120000,85,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brandon Murphy,Brandon,Murphy,brandon_murphy@kw.com,(704) 206-1005,Local Brokerage,Birmingham,AL,Birmingham,AL376299,AL,5,10,2200000,70,B,B,4.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carol Jones,Carol,Jones,caroljones17@yahoo.com,(719) 905-8733,Coldwell Banker,Milwaukee,WI,Milwaukee,WI722955,WI,8,45,12375000,100,B,B,4.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ryan Hill,Ryan,Hill,ryan.hill@coldwellbanker.com,(334) 657-2264,HomeSmart,Knoxville,TN,Knoxville,TN253261,TN,4,8,2560000,74,C,C,4.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Margaret Lewis,Margaret,Lewis,mlewis@outlook.com,(615) 536-2322,ERA Real Estate,Birmingham,AL,Birmingham,AL755107,AL,8,35,7700000,93,B,B,3.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Catherine Ortiz,Catherine,Ortiz,catherineortiz68@compass.com,(202) 447-6815,HomeSmart,Portland,OR,Portland,OR809287,OR,8,25,12500000,92,A,A,4.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Ramirez,Gary,Ramirez,gary.ramirez@homesmart.com,(865) 355-4725,RE/MAX,Tallahassee,FL,Tallahassee,FL441865,FL,4,15,6000000,85,C,C,3.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Deborah Gonzalez,Deborah,Gonzalez,dgonzalez@remax.com,(602) 665-4698,CBRE,Des Moines,IA,Des Moines,IA110817,IA,1,6,1230000,65,C,C,5.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Charles Rivera,Charles,Rivera,crivera@realtor.com,(502) 850-4274,Sotheby's International Realty,Asheville,NC,Asheville,NC812160,NC,3,12,3720000,77,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Michelle Turner,Michelle,Turner,turnermichelle@compass.com,(305) 752-6037,eXp Realty,San Jose,CA,San Jose,CA428481,CA,7,16,12000000,91,A,A,4.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Scott Anderson,Scott,Anderson,scott.anderson@remax.com,(408) 489-2707,Realty ONE Group,Houston,TX,Houston,TX888614,TX,7,20,7000000,84,A,A,4.1,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda Lopez,Linda,Lopez,lopez.l@gmail.com,(864) 398-9300,Berkshire Hathaway HomeServices,Buffalo,NY,Buffalo,NY922966,NY,2,22,18700000,78,B,B,4.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Richard Gray,Richard,Gray,richard_gray@sothebysrealty.com,(916) 952-9907,ERA Real Estate,Fresno,CA,Fresno,CA915978,CA,4,22,16500000,83,B,B,3.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Wood,Gary,Wood,garywood@coldwellbanker.com,(602) 986-2572,Century 21,Louisville,KY,Louisville,KY159086,KY,10,4,900000,74,B,B,4.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
James Gutierrez,James,Gutierrez,gutierrez.j@outlook.com,(479) 727-5865,eXp Realty,Minneapolis,MN,Minneapolis,MN860478,MN,6,25,8750000,87,A,A,3.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Robert Moore,Robert,Moore,robertmoore65@hotmail.com,(801) 248-5528,Cushman & Wakefield,Riverside,CA,Riverside,CA670240,CA,2,12,9000000,73,B,B,4.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patricia Reed,Patricia,Reed,reed.p@sothebysrealty.com,(414) 516-4853,Coldwell Banker,Atlanta,GA,Atlanta,GA222363,GA,4,16,5200000,69,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carol Davis,Carol,Davis,daviscarol@hotmail.com,(601) 678-6581,Realty ONE Group,Chicago,IL,Chicago,IL591517,IL,5,25,7500000,85,A,A,3.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dennis Gomez,Dennis,Gomez,dennis.gomez@realtor.com,(412) 836-5824,Berkshire Hathaway HomeServices,Bend,OR,Bend,OR769672,OR,5,20,10000000,65,C,C,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Carol Perez,Carol,Perez,carolperez@aol.com,(509) 881-9028,RE/MAX,Richmond,VA,Richmond,VA184413,VA,3,12,4500000,81,B,B,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
