id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260703-00043,Dennis Price,dprice@gmail.com,(805) 573-8602,Keller Williams,Columbus,OH,45513,14,33,A,80,Cold Outreach,2026-07-03T00:56:05Z
CREAM-20260703-00044,Jason Castillo,jasonc@outlook.com,(256) 302-3280,Century 21,Jacksonville,FL,33613,4,16,A,88,NAR Directory,2026-07-03T21:55:53Z
CREAM-20260703-00045,Amanda Rogers,arogers@outlook.com,(334) 249-4634,RE/MAX,San Francisco,CA,93447,1,10,A,71,Referral Network,2026-07-03T03:57:23Z
CREAM-20260703-00046,Aaron Hernandez,aaron_hernandez@yahoo.com,(303) 929-3463,Nest Seekers,Manhattan,NY,10153,8,32,A,95,Website Lead,2026-07-03T04:21:05Z
CREAM-20260703-00047,Ruth Foster,ruth.foster@yahoo.com,(714) 737-4547,Cutler Real Estate,Cincinnati,OH,45805,20,55,A,71,MLS Database,2026-07-03T00:34:22Z
CREAM-20260703-00048,Patrick Mendoza,patrickm@gmail.com,(805) 361-3831,LIV Sotheby's,Aurora,CO,80793,0,2,A,71,Brokerage Listings,2026-07-03T23:20:07Z
CREAM-20260703-00049,Angela Nguyen,angelanguyen@icloud.com,(513) 899-6017,Huntington Real Estate,Cleveland,OH,43441,5,14,A,66,Facebook,2026-07-03T20:52:12Z
CREAM-20260703-00050,Brandon Jenkins,brandonjenkins@gmail.com,(469) 533-3402,RE/MAX,Greensboro,NC,28809,16,55,A,80,Website Lead,2026-07-03T02:38:59Z
CREAM-20260703-00051,Jennifer Ruiz,jennifer.ruiz@outlook.com,(602) 385-4738,eXp Realty,Columbus,OH,44650,23,64,A,71,Website Lead,2026-07-03T18:41:23Z
CREAM-20260703-00052,Gregory Gomez,gregory.gomez@icloud.com,(513) 987-5245,LIV Sotheby's,Colorado Springs,CO,81694,1,8,A,99,Referral Network,2026-07-03T03:00:17Z
CREAM-20260703-00053,Samuel Jones,samueljones@gmail.com,(234) 203-9450,Keller Williams,Greensboro,NC,27979,1,11,A,92,MLS Database,2026-07-03T01:35:50Z
CREAM-20260703-00054,Kimberly Price,kprice@yahoo.com,(786) 891-1930,Century 21,Orlando,FL,34845,4,23,A,97,Realtor.com,2026-07-03T06:50:46Z
CREAM-20260703-00055,Gregory Mendoza,gmendoza@gmail.com,(614) 794-7316,Century 21,Tampa,FL,34868,15,39,A,63,Cold Outreach,2026-07-03T22:00:36Z
CREAM-20260703-00056,Matthew Lewis,matthewl@hotmail.com,(404) 271-1948,Keller Williams Realty,Jacksonville,FL,32869,10,70,A,91,NAR Directory,2026-07-03T04:58:55Z
CREAM-20260703-00057,Andrew Murphy,amurphy@brownharrisstevens.com,(614) 214-7675,Brown Harris Stevens,Queens,NY,13911,24,42,A,60,Cold Outreach,2026-07-03T18:50:30Z
CREAM-20260703-00058,James Sanchez,jsanchez@sothebysinternational.com,(334) 689-3053,Sotheby's International,Queens,NY,14817,10,74,A,70,Realtor.com,2026-07-03T22:29:27Z
CREAM-20260703-00059,Samuel Cruz,samuelc@outlook.com,(646) 861-4295,Compass,New York City,NY,14376,14,42,A,68,Cold Outreach,2026-07-03T07:39:57Z
CREAM-20260703-00060,Frank Jones,frankjones@yahoo.com,(415) 809-2465,Halstead,Queens,NY,10785,17,65,A,85,Trade Show,2026-07-03T11:17:55Z
CREAM-20260703-00061,Scott Evans,sevans@compass.com,(512) 249-4539,Compass,Queens,NY,13293,9,31,A,92,MLS Database,2026-07-03T14:00:14Z
CREAM-20260703-00062,Michael James,michael.james@me.com,(805) 548-5333,RE/MAX,Phoenix,AZ,85598,0,3,A,85,Facebook,2026-07-03T05:55:56Z
CREAM-20260703-00063,Gregory Sanders,gsanders@outlook.com,(714) 223-2814,RE/MAX,Greensboro,NC,27392,17,64,A,89,LinkedIn,2026-07-03T21:38:53Z
CREAM-20260703-00064,Dennis Cruz,dennis_cruz@outlook.com,(929) 710-5905,RE/MAX,Cleveland,OH,45422,12,63,A,94,Brokerage Listings,2026-07-03T19:32:50Z
CREAM-20260703-00065,Dennis Parker,dparker@yahoo.com,(512) 801-6728,Douglas Elliman,Houston,TX,78875,13,76,A,65,Cold Outreach,2026-07-03T22:08:02Z
CREAM-20260703-00066,Jonathan Sanders,jonathan.sanders@briggsfreemansothebys.com,(786) 349-1822,Briggs Freeman Sotheby's,San Antonio,TX,79905,12,35,A,69,NAR Directory,2026-07-03T05:44:17Z
CREAM-20260703-00067,Rebecca Hughes,rhughes@coldwellbanker.com,(305) 729-4553,Coldwell Banker,Denver,CO,81814,0,2,A,97,Trade Show,2026-07-03T16:43:19Z
CREAM-20260703-00068,Sandra Miller,sandram@berkshirehathaway.com,(256) 530-8813,Berkshire Hathaway,Aurora,CO,80209,5,25,A,76,NAR Directory,2026-07-03T10:55:29Z
CREAM-20260703-00069,Edward Martin,edward.martin@re/max.com,(714) 470-2066,RE/MAX,Aurora,CO,80359,16,35,A,60,Cold Outreach,2026-07-03T10:13:16Z
CREAM-20260703-00070,Alexander Hall,alexanderh@yahoo.com,(469) 263-4555,Keller Williams,Bronx,NY,12678,18,51,A,77,Trade Show,2026-07-03T15:24:37Z
CREAM-20260703-00071,Janet Price,jprice@aol.com,(704) 699-2422,Berkshire Hathaway HomeServices,Los Angeles,CA,91905,6,26,A,89,LinkedIn,2026-07-03T10:28:51Z
CREAM-20260703-00072,Larry Jimenez,larry.jimenez@yahoo.com,(704) 538-3680,eXp Realty,Charlotte,NC,27933,0,5,A,75,Website Lead,2026-07-03T15:31:28Z
CREAM-20260703-00073,Jeffrey Ramirez,jeffreyr@me.com,(256) 803-8824,Compass,San Diego,CA,93516,10,80,A,83,Trade Show,2026-07-03T00:13:36Z
CREAM-20260703-00074,Aaron Walker,aaron.walker@compass.com,(919) 319-9497,Compass,Miami,FL,32377,13,68,A,97,Facebook,2026-07-03T06:20:59Z
CREAM-20260703-00075,Jennifer Nguyen,jennifer.nguyen@berkshirehathaway.com,(980) 480-2412,Berkshire Hathaway,Cincinnati,OH,44609,18,46,A,76,Facebook,2026-07-03T08:56:44Z
CREAM-20260703-00076,Carol Jones,cjones@hotmail.com,(513) 234-8326,eXp Realty,Phoenix,AZ,85376,2,10,A,99,Website Lead,2026-07-03T07:19:07Z
CREAM-20260703-00077,Helen Young,heleny@me.com,(513) 738-9464,Berkshire Hathaway,El Paso,TX,79855,15,44,A,73,LinkedIn,2026-07-03T15:53:26Z
CREAM-20260703-00078,Carolyn Ortiz,carolyno@coldwellbanker.com,(714) 916-5164,Coldwell Banker,Colorado Springs,CO,80995,2,6,A,94,Realtor.com,2026-07-03T16:44:54Z
CREAM-20260703-00079,Jeffrey Gray,jeffrey_gray@hotmail.com,(916) 302-1469,Cutler Real Estate,Columbus,OH,45638,2,7,A,85,LinkedIn,2026-07-03T23:31:42Z
CREAM-20260703-00080,Helen Campbell,hcampbell@berkshirehathaway.com,(303) 852-6210,Berkshire Hathaway,Austin,TX,79472,4,11,A,93,Facebook,2026-07-03T16:26:28Z
CREAM-20260703-00081,Carolyn Hill,carolynh@coldwellbanker.com,(972) 347-5643,Coldwell Banker,Austin,TX,79996,2,7,A,96,Brokerage Listings,2026-07-03T18:41:53Z
CREAM-20260703-00082,Emily Cox,ecox@kellerwilliamsrealty.com,(786) 270-4592,Keller Williams Realty,Jacksonville,FL,34451,21,32,A,61,Website Lead,2026-07-03T11:36:12Z
CREAM-20260703-00083,Robert Torres,robert_torres@me.com,(980) 814-1184,Compass,San Francisco,CA,93630,11,35,A,88,Trade Show,2026-07-03T09:12:36Z
CREAM-20260703-00084,Gregory Harris,gregoryh@gmail.com,(212) 861-7445,Coldwell Banker,Colorado Springs,CO,81677,12,25,A,85,Referral Network,2026-07-03T15:02:42Z
CREAM-20260703-00085,Betty Rivera,betty.rivera@icloud.com,(704) 988-9508,Compass,Charlotte,NC,27139,16,65,A,94,Facebook,2026-07-03T20:55:49Z
CREAM-20260703-00086,Emma Jackson,emmaj@gmail.com,(929) 349-1112,Coldwell Banker,Colorado Springs,CO,81713,3,16,A,100,LinkedIn,2026-07-03T05:08:33Z
CREAM-20260703-00087,Samuel Lewis,samuell@icloud.com,(256) 765-1902,HER Realtors,Cincinnati,OH,44617,1,7,A,66,LinkedIn,2026-07-03T05:43:17Z
CREAM-20260703-00088,Richard Russell,richardrussell@gmail.com,(303) 213-6835,Coldwell Banker,Colorado Springs,CO,81565,23,46,A,70,Facebook,2026-07-03T17:18:56Z
CREAM-20260703-00089,Sharon Brown,sharonb@me.com,(469) 669-5054,Century 21,Fort Lauderdale,FL,33940,3,25,A,91,LinkedIn,2026-07-03T00:10:30Z
CREAM-20260703-00090,Brenda Morales,brenda.morales@nestseekers.com,(704) 228-1310,Nest Seekers,Brooklyn,NY,11997,10,37,A,88,LinkedIn,2026-07-03T04:39:01Z
CREAM-20260703-00091,Deborah Morales,dmorales@exprealty.com,(334) 646-7657,eXp Realty,Greensboro,NC,28417,12,71,A,79,Referral Network,2026-07-03T07:59:39Z
CREAM-20260703-00092,Diane Martin,dianem@re/max.com,(404) 867-9984,RE/MAX,Denver,CO,81196,3,14,A,83,Trade Show,2026-07-03T16:53:41Z
CREAM-20260703-00093,Katherine Jackson,kjackson@compass.com,(256) 525-1514,Compass,Denver,CO,80771,2,10,A,91,MLS Database,2026-07-03T17:23:40Z
CREAM-20260703-00094,Gregory Ramos,gregoryr@kellerwilliams.com,(805) 708-4360,Keller Williams,Charlotte,NC,27747,4,15,A,97,NAR Directory,2026-07-03T10:55:43Z
CREAM-20260703-00095,Larry Davis,ldavis@hotmail.com,(303) 244-5645,Compass,Manhattan,NY,13837,0,4,A,65,Referral Network,2026-07-03T12:58:27Z
CREAM-20260703-00096,Timothy Brooks,timothy_brooks@icloud.com,(713) 257-8365,Briggs Freeman Sotheby's,San Antonio,TX,75988,15,44,A,98,Realtor.com,2026-07-03T17:31:59Z
CREAM-20260703-00097,Anthony Davis,anthony_davis@yahoo.com,(602) 436-1830,Douglas Elliman,Fort Worth,TX,75990,2,6,A,70,LinkedIn,2026-07-03T10:24:30Z
CREAM-20260703-00098,Susan Price,susanp@russelllyonsothebys.com,(720) 906-6058,Russell Lyon Sotheby's,Tucson,AZ,85333,0,4,A,60,Referral Network,2026-07-03T04:14:06Z
CREAM-20260703-00099,Kathleen Russell,kathleen.russell@century21.com,(469) 802-1011,Century 21,Miami,FL,32982,4,24,A,63,Website Lead,2026-07-03T07:24:44Z
CREAM-20260703-00100,Maria Campbell,mcampbell@me.com,(614) 377-4276,Coldwell Banker,Colorado Springs,CO,80604,25,63,A,78,Facebook,2026-07-03T02:53:35Z
CREAM-20260703-00101,Katherine Miller,katherinem@me.com,(614) 463-3937,Allen Tate,Raleigh,NC,28825,5,12,A,71,Trade Show,2026-07-03T23:56:39Z
CREAM-20260703-00102,Mary Rogers,maryrogers@icloud.com,(310) 370-1497,Berkshire Hathaway,San Antonio,TX,79349,4,11,A,82,MLS Database,2026-07-03T10:45:20Z
CREAM-20260703-00103,Jessica Mendoza,jessica_mendoza@gmail.com,(256) 248-3061,Coldwell Banker,St. Petersburg,FL,34676,6,28,A,77,NAR Directory,2026-07-03T14:19:24Z
CREAM-20260703-00104,Emma Jenkins,emmaj@gmail.com,(916) 659-3736,Compass,Manhattan,NY,11951,3,9,A,79,Realtor.com,2026-07-03T20:24:10Z
CREAM-20260703-00105,Justin Ross,justinross@gmail.com,(929) 428-9400,Coldwell Banker,Colorado Springs,CO,81270,21,44,A,69,Referral Network,2026-07-03T01:21:04Z
CREAM-20260703-00106,David Hughes,david.hughes@herrealtors.com,(714) 890-5512,HER Realtors,Cincinnati,OH,45931,0,3,A,84,LinkedIn,2026-07-03T07:17:40Z
CREAM-20260703-00107,Patrick Sanders,patrick.sanders@gmail.com,(718) 917-9511,Berkshire Hathaway,Fort Lauderdale,FL,33455,5,12,A,82,Cold Outreach,2026-07-03T10:28:54Z
CREAM-20260703-00108,John Wood,john.wood@icloud.com,(214) 386-7221,eXp Realty,Cincinnati,OH,44221,2,3,A,68,Website Lead,2026-07-03T04:59:06Z
CREAM-20260703-00109,Nicholas Anderson,nicholasa@outlook.com,(805) 390-3688,Huntington Real Estate,Cleveland,OH,43495,16,36,A,93,Trade Show,2026-07-03T10:46:19Z
CREAM-20260703-00110,Susan Cruz,susan.cruz@gmail.com,(407) 904-3320,Compass,Fort Lauderdale,FL,34721,23,66,A,95,Facebook,2026-07-03T21:32:06Z
CREAM-20260703-00111,Nicholas Rodriguez,nrodriguez@outlook.com,(334) 869-2051,Compass,Long Beach,CA,96970,5,19,A,80,Trade Show,2026-07-03T20:59:09Z
CREAM-20260703-00112,Carolyn Allen,callen@douglaselliman.com,(786) 284-1571,Douglas Elliman,Tampa,FL,32875,1,3,A,96,Trade Show,2026-07-03T10:15:21Z
CREAM-20260703-00113,Rachel Stewart,rachels@yahoo.com,(415) 972-6610,Keller Williams Realty,Jacksonville,FL,33401,10,34,A,66,Referral Network,2026-07-03T04:45:22Z
CREAM-20260703-00114,Barbara Hughes,barbara.hughes@century21.com,(407) 954-2602,Century 21,Fort Lauderdale,FL,32156,2,6,A,97,Brokerage Listings,2026-07-03T05:28:52Z
CREAM-20260703-00115,Debra Torres,debrat@allentate.com,(310) 691-8371,Allen Tate,Greensboro,NC,27929,5,10,A,84,Trade Show,2026-07-03T04:39:52Z
CREAM-20260703-00116,Scott James,scottj@aol.com,(234) 260-9602,Berkshire Hathaway,Denver,CO,80825,5,15,A,79,MLS Database,2026-07-03T19:47:19Z
CREAM-20260703-00117,Kathleen Cook,kathleenc@exprealty.com,(916) 737-3479,eXp Realty,Miami,FL,32907,0,1,A,99,Trade Show,2026-07-03T15:28:09Z
CREAM-20260703-00118,Thomas Morris,tmorris@gmail.com,(972) 348-8647,eXp Realty,Raleigh,NC,27509,16,38,A,79,LinkedIn,2026-07-03T20:10:34Z
CREAM-20260703-00119,Edward Morris,edwardmorris@aol.com,(303) 850-2003,Compass,San Francisco,CA,95273,0,4,A,99,Facebook,2026-07-03T09:21:17Z
CREAM-20260703-00120,Brian Cruz,brian.cruz@re/max.com,(256) 933-8223,RE/MAX,Raleigh,NC,27403,4,12,A,86,Website Lead,2026-07-03T05:14:30Z
CREAM-20260703-00121,Cynthia Adams,cynthia.adams@icloud.com,(805) 263-1759,Coldwell Banker,Raleigh,NC,28740,4,8,A,85,LinkedIn,2026-07-03T02:32:45Z
CREAM-20260703-00122,Brian Richardson,brianr@kellerwilliams.com,(704) 640-6345,Keller Williams,Queens,NY,11360,2,12,A,76,Trade Show,2026-07-03T14:40:45Z
CREAM-20260703-00123,Debra Morris,debra.morris@compass.com,(513) 779-9520,Compass,Los Angeles,CA,96952,7,24,A,63,Facebook,2026-07-03T12:30:05Z
CREAM-20260703-00124,Dennis Patel,dennispatel@hotmail.com,(713) 526-9143,Douglas Elliman,Austin,TX,76654,3,22,A,93,MLS Database,2026-07-03T10:56:06Z
CREAM-20260703-00125,Katherine Martinez,katherine.martinez@icloud.com,(714) 525-4724,HER Realtors,Cincinnati,OH,45164,4,21,A,68,LinkedIn,2026-07-03T05:34:24Z
CREAM-20260703-00126,Steven Turner,sturner@outlook.com,(805) 762-5471,Douglas Elliman,Queens,NY,10721,13,67,A,62,Brokerage Listings,2026-07-03T21:23:50Z
CREAM-20260703-00127,Katherine Hill,katherine_hill@icloud.com,(919) 354-7872,RE/MAX,Colorado Springs,CO,80641,1,4,A,64,Cold Outreach,2026-07-03T09:28:51Z
CREAM-20260703-00128,Andrew Gomez,andrew.gomez@longrealty.com,(404) 327-9926,Long Realty,Scottsdale,AZ,86675,2,5,A,90,Brokerage Listings,2026-07-03T15:19:41Z
CREAM-20260703-00129,Pamela Gomez,pgomez@gmail.com,(602) 896-8540,RE/MAX,Sacramento,CA,96566,4,8,A,98,MLS Database,2026-07-03T14:05:07Z
CREAM-20260703-00130,Brenda Young,brenday@yahoo.com,(415) 328-7936,Coldwell Banker,Scottsdale,AZ,86176,19,80,A,94,Referral Network,2026-07-03T14:42:55Z
CREAM-20260703-00131,Diane Reyes,diane.reyes@me.com,(614) 211-7852,8z Real Estate,Aurora,CO,80179,0,5,A,88,Brokerage Listings,2026-07-03T16:33:12Z
CREAM-20260703-00132,Amanda Sanchez,amanda.sanchez@kellerwilliams.com,(718) 783-2577,Keller Williams,Phoenix,AZ,85466,13,39,A,97,MLS Database,2026-07-03T21:26:13Z
CREAM-20260703-00133,Daniel Wilson,daniel.wilson@coldwellbanker.com,(980) 591-5742,Coldwell Banker,San Francisco,CA,96145,8,39,A,75,Realtor.com,2026-07-03T06:33:17Z
CREAM-20260703-00134,Rachel Ramos,rachelr@kellerwilliams.com,(646) 296-8004,Keller Williams,Bronx,NY,14587,0,0,A,99,Trade Show,2026-07-03T08:18:55Z
CREAM-20260703-00135,Frank Russell,frank_russell@yahoo.com,(786) 942-1583,Coldwell Banker,Los Angeles,CA,93301,21,54,A,97,LinkedIn,2026-07-03T11:48:44Z
CREAM-20260703-00136,Steven Morales,stevenmorales@yahoo.com,(214) 316-7786,RE/MAX,Fort Lauderdale,FL,34518,0,2,A,69,MLS Database,2026-07-03T14:51:14Z
CREAM-20260703-00137,Dennis Hernandez,dennishernandez@icloud.com,(256) 730-2179,Douglas Elliman,Orlando,FL,32537,20,65,A,60,Realtor.com,2026-07-03T21:12:03Z
CREAM-20260703-00138,Deborah Ross,deborahross@outlook.com,(786) 292-9639,Keller Williams,Aurora,CO,80963,5,25,A,78,Facebook,2026-07-03T20:46:54Z
CREAM-20260703-00139,Raymond James,rjames@berkshirehathaway.com,(512) 707-9793,Berkshire Hathaway,Phoenix,AZ,86364,4,12,A,65,Website Lead,2026-07-03T05:26:51Z
CREAM-20260703-00140,Catherine King,catherinek@me.com,(334) 798-4432,Howard Hanna,Charlotte,NC,28849,2,11,A,73,Trade Show,2026-07-03T00:03:14Z
CREAM-20260703-00141,Brenda Brown,bbrown@hotmail.com,(334) 239-2880,Pacific Sotheby's,Oakland,CA,94859,25,31,A,82,Website Lead,2026-07-03T12:53:30Z
CREAM-20260703-00142,Ashley Kim,ashleyk@aol.com,(303) 840-8276,eXp Realty,Jacksonville,FL,34331,19,34,A,83,Cold Outreach,2026-07-03T06:56:18Z
CREAM-20260703-00143,Ronald Harris,ronaldharris@icloud.com,(972) 741-6191,Sotheby's International,Sacramento,CA,90225,23,70,A,76,LinkedIn,2026-07-03T14:40:04Z
CREAM-20260703-00144,Frank Watson,frank.watson@hotmail.com,(234) 665-6338,Keller Williams,Columbus,OH,43849,10,53,A,72,Brokerage Listings,2026-07-03T12:58:20Z
CREAM-20260703-00145,Michelle Evans,michellee@gmail.com,(929) 574-2170,Sotheby's International,Manhattan,NY,13394,2,5,A,80,Facebook,2026-07-03T18:09:14Z
CREAM-20260703-00146,Ronald Ramos,ronald.ramos@hotmail.com,(404) 790-1983,Long Realty,Phoenix,AZ,85917,18,78,A,80,MLS Database,2026-07-03T00:15:12Z
CREAM-20260703-00147,Donald Powell,dpowell@exprealty.com,(602) 308-9369,eXp Realty,Mesa,AZ,85413,4,23,A,75,Realtor.com,2026-07-03T07:06:56Z
CREAM-20260703-00148,Cynthia Nelson,cynthianelson@aol.com,(602) 646-7598,Keller Williams,Raleigh,NC,28722,9,35,A,71,Facebook,2026-07-03T10:46:11Z
CREAM-20260703-00149,Melissa Rodriguez,melissa.rodriguez@outlook.com,(980) 786-7668,Brown Harris Stevens,Staten Island,NY,11872,23,31,A,67,Realtor.com,2026-07-03T00:21:25Z
CREAM-20260703-00150,Brandon Bailey,brandonbailey@yahoo.com,(805) 837-2485,Berkshire Hathaway,Columbus,OH,43438,3,20,A,76,Cold Outreach,2026-07-03T17:32:26Z
CREAM-20260703-00151,Brandon Cook,brandon.cook@outlook.com,(704) 889-6911,Keller Williams Realty,Miami,FL,32480,13,68,A,99,Facebook,2026-07-03T09:36:43Z
