full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Scott Davis,Scott,Davis,scottdavis@outlook.com,(215) 769-4451,Windermere Real Estate,Sacramento,CA,Sacramento,CA336242,CA,1,18,13500000,69,B,B,3.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ruth Richardson,Ruth,Richardson,ruth.richardson@realtor.com,(216) 587-3012,JPMorgan Real Estate,Miami,FL,Miami,FL635134,FL,6,35,14000000,78,A,A,3.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Mary Flores,Mary,Flores,floresmary@exp.com,(415) 364-1925,CBRE,Columbus,OH,Columbus,OH108963,OH,3,4,1000000,60,B,B,5.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Janet Bennett,Janet,Bennett,janetbennett@gmail.com,(612) 229-2978,Independent Agent,Louisville,KY,Louisville,KY609778,KY,2,4,900000,70,B,B,3.3,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carolyn Edwards,Carolyn,Edwards,carolynedwards@coldwellbanker.com,(404) 568-3526,Better Homes and Gardens Real Estate,Chicago,IL,Chicago,IL443481,IL,5,30,9000000,79,A,A,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
David Roberts,David,Roberts,david_roberts@century21.com,(504) 563-3061,JPMorgan Real Estate,Provo,UT,Provo,UT871763,UT,4,3,1500000,67,C,C,3.8,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Joshua Nguyen,Joshua,Nguyen,joshuanguyen@compass.com,(319) 307-5171,Berkshire Hathaway HomeServices,Mobile,AL,Mobile,AL223275,AL,5,6,1320000,63,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Scott Brown,Scott,Brown,sbrown@weichert.com,(615) 785-4540,CBRE,Washington,DC,Washington,DC468099,DC,6,60,42000000,85,A,A,4.0,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nancy Cooper,Nancy,Cooper,nancycooper@sothebysrealty.com,(559) 889-4575,RE/MAX,Albuquerque,NM,Albuquerque,NM627632,NM,3,8,2200000,79,C,C,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Raymond Castillo,Raymond,Castillo,castilloraymond@century21.com,(402) 847-3203,Local Brokerage,Tallahassee,FL,Tallahassee,FL719116,FL,4,10,4000000,63,C,C,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Catherine James,Catherine,James,catherine_james@gmail.com,(504) 594-1740,Berkshire Hathaway HomeServices,Denver,CO,Denver,CO883701,CO,8,25,13750000,92,A,A,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donna Hill,Donna,Hill,hill.d@remax.com,(515) 729-1871,ERA Real Estate,San Francisco,CA,San Francisco,CA904088,CA,8,12,9000000,68,A,A,4.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jonathan Foster,Jonathan,Foster,jfoster@remax.com,(813) 353-2598,JPMorgan Real Estate,Cincinnati,OH,Cincinnati,OH627758,OH,2,12,3000000,81,B,B,3.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jennifer Adams,Jennifer,Adams,jennifer.adams@coldwellbanker.com,(313) 437-6092,RE/MAX,Fort Collins,CO,Fort Collins,CO771761,CO,2,3,1650000,80,C,C,3.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Elizabeth Mitchell,Elizabeth,Mitchell,elizabeth.mitchell@weichert.com,(312) 539-6632,United Real Estate,Salt Lake City,UT,Salt Lake City,UT575947,UT,5,12,6000000,84,B,B,3.9,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brenda Bennett,Brenda,Bennett,brenda_bennett@aol.com,(208) 991-4873,eXp Realty,Savannah,GA,Savannah,GA978448,GA,6,10,3250000,68,C,C,5.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephanie Howard,Stephanie,Howard,stephaniehoward@yahoo.com,(504) 525-7584,HomeSmart,San Diego,CA,San Diego,CA478914,CA,6,16,12000000,77,A,A,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Katherine Taylor,Katherine,Taylor,katherine.taylor@weichert.com,(601) 470-1275,Berkshire Hathaway HomeServices,Baltimore,MD,Baltimore,MD696627,MD,6,12,5100000,83,B,B,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joshua Thomas,Joshua,Thomas,thomas.j@aol.com,(405) 273-4486,Berkshire Hathaway HomeServices,Dallas,TX,Dallas,TX650261,TX,5,16,5600000,91,A,A,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Cynthia Murphy,Cynthia,Murphy,cynthiamurphy62@aol.com,(509) 767-5393,Realty ONE Group,Dallas,TX,Dallas,TX365420,TX,4,25,8750000,96,A,A,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Linda Lopez,Linda,Lopez,lopez.l@sothebysrealty.com,(515) 606-4824,Century 21,Columbus,OH,Columbus,OH211604,OH,7,12,3000000,66,B,B,3.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Adams,Donald,Adams,donald_adams@coldwellbanker.com,(801) 359-7025,Better Homes and Gardens Real Estate,Fort Wayne,IN,Fort Wayne,IN158700,IN,1,8,1920000,71,C,C,4.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jack Harris,Jack,Harris,jackharris59@coldwellbanker.com,(503) 560-4277,Independent Agent,Phoenix,AZ,Phoenix,AZ668286,AZ,5,12,5400000,65,A,A,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Walker,Laura,Walker,laura_walker@homesmart.com,(608) 494-3610,ERA Real Estate,Knoxville,TN,Knoxville,TN536327,TN,7,15,4800000,76,C,C,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Andrew Mitchell,Andrew,Mitchell,mitchellandrew@coldwellbanker.com,(415) 223-1384,Realty ONE Group,Chattanooga,TN,Chattanooga,TN534132,TN,3,12,3840000,78,C,C,4.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kimberly Myers,Kimberly,Myers,kimberlymyers59@remax.com,(704) 732-9961,Sotheby's International Realty,Kansas City,MO,Kansas City,MO413587,MO,2,8,2080000,79,B,B,4.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Timothy Morales,Timothy,Morales,timothy_morales@homesmart.com,(512) 545-5126,JLL,San Francisco,CA,San Francisco,CA745868,CA,2,12,9000000,87,A,A,4.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
James Campbell,James,Campbell,jamescampbell62@weichert.com,(916) 986-7366,Keller Williams,Dallas,TX,Dallas,TX344603,TX,12,35,12250000,85,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gregory Martin,Gregory,Martin,gregorymartin80@homesmart.com,(319) 738-8554,Berkshire Hathaway HomeServices,Phoenix,AZ,Phoenix,AZ699793,AZ,7,16,7200000,80,A,A,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Amy Wright,Amy,Wright,wright.a@aol.com,(504) 861-8781,Better Homes and Gardens Real Estate,Fayetteville,AR,Fayetteville,AR932805,AR,2,10,1950000,80,C,C,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Pamela Ramos,Pamela,Ramos,pramos@compass.com,(502) 760-1568,Marcus & Millichap,Bend,OR,Bend,OR782053,OR,3,8,4000000,76,C,C,3.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Andrew Nelson,Andrew,Nelson,andrewnelson26@kw.com,(213) 476-1278,Marcus & Millichap,Phoenix,AZ,Phoenix,AZ351937,AZ,5,25,11250000,74,A,A,3.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Linda Flores,Linda,Flores,linda.flores@remax.com,(716) 628-1950,Compass,Nashville,TN,Nashville,TN455683,TN,4,25,8000000,98,A,A,4.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Larry Ruiz,Larry,Ruiz,larryruiz77@coldwellbanker.com,(251) 527-3295,CBRE,Richmond,VA,Richmond,VA825085,VA,3,8,3000000,84,B,B,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Rogers,Gary,Rogers,rogersgary@aol.com,(319) 288-2463,HomeSmart,Spokane,WA,Spokane,WA351465,WA,5,6,3600000,61,C,C,3.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Michelle Price,Michelle,Price,michelleprice45@hotmail.com,(213) 652-6475,eXp Realty,Las Vegas,NV,Las Vegas,NV228355,NV,4,22,9350000,85,B,B,5.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
George Diaz,George,Diaz,gdiaz@exp.com,(828) 768-3074,Zillow Premier Agent,Greenville,SC,Greenville,SC692239,SC,6,3,870000,82,C,C,3.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dennis Hughes,Dennis,Hughes,dennis_hughes@exp.com,(504) 869-3456,Cushman & Wakefield,Birmingham,AL,Birmingham,AL736183,AL,12,12,2640000,87,B,B,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Justin Hill,Justin,Hill,justin.hill@aol.com,(407) 724-1561,Realty ONE Group,Chicago,IL,Chicago,IL11325,IL,5,30,9000000,79,A,A,3.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Barbara White,Barbara,White,barbara_white@kw.com,(212) 963-4921,Zillow Premier Agent,Tucson,AZ,Tucson,AZ896153,AZ,5,4,1800000,66,B,B,3.6,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Sharon Hernandez,Sharon,Hernandez,sharonhernandez25@weichert.com,(509) 707-1995,Berkshire Hathaway HomeServices,Mobile,AL,Mobile,AL627888,AL,4,10,2200000,64,C,C,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Walker,Kevin,Walker,kwalker@outlook.com,(214) 728-4279,Independent Agent,Oklahoma City,OK,Oklahoma City,OK696108,OK,12,18,3780000,94,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amanda Cox,Amanda,Cox,amanda.cox@remax.com,(408) 968-5320,Windermere Real Estate,Salt Lake City,UT,Salt Lake City,UT779182,UT,2,45,22500000,91,B,B,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Raymond Anderson,Raymond,Anderson,randerson@homesmart.com,(865) 618-5511,Redfin,Lincoln,NE,Lincoln,NE888808,NE,2,28,6440000,88,C,C,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Nancy Martin,Nancy,Martin,nancy.martin@yahoo.com,(502) 648-4372,Redfin,Charleston,SC,Charleston,SC404520,SC,5,6,1740000,82,C,C,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Deborah Carter,Deborah,Carter,dcarter@compass.com,(318) 620-2898,Coldwell Banker,Columbus,OH,Columbus,OH145377,OH,1,8,2000000,82,B,B,3.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Patricia Scott,Patricia,Scott,patriciascott76@realtor.com,(619) 772-7756,Sotheby's International Realty,Atlanta,GA,Atlanta,GA815761,GA,7,20,6500000,79,A,A,4.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carolyn Moore,Carolyn,Moore,moore.c@exp.com,(828) 661-2611,JPMorgan Real Estate,Raleigh,NC,Raleigh,NC355724,NC,12,35,10850000,92,B,B,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Barbara Thompson,Barbara,Thompson,barbara.thompson@compass.com,(916) 345-9388,JLL,Phoenix,AZ,Phoenix,AZ961236,AZ,6,12,5400000,75,A,A,4.3,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Larry Sanchez,Larry,Sanchez,lsanchez@yahoo.com,(804) 494-7136,United Real Estate,Memphis,TN,Memphis,TN876472,TN,2,4,1280000,71,B,B,4.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Gomez,Kevin,Gomez,kevingomez@realtor.com,(319) 745-7047,ERA Real Estate,Seattle,WA,Seattle,WA365844,WA,5,20,12000000,74,A,A,4.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brian Lewis,Brian,Lewis,blewis@exp.com,(541) 703-9716,Independent Agent,Wichita,KS,Wichita,KS471709,KS,5,15,3000000,72,C,C,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Alexander Ramos,Alexander,Ramos,alexanderramos@remax.com,(215) 629-3023,Windermere Real Estate,Fort Wayne,IN,Fort Wayne,IN407647,IN,5,15,3600000,75,C,C,3.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christopher Murphy,Christopher,Murphy,christophermurphy@outlook.com,(828) 852-2479,Redfin,Pittsburgh,PA,Pittsburgh,PA145702,PA,6,18,5220000,87,B,B,3.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Bennett,Andrew,Bennett,andrewbennett@century21.com,(313) 720-9552,Cushman & Wakefield,Cincinnati,OH,Cincinnati,OH116646,OH,10,18,4500000,89,B,B,4.5,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Patel,John,Patel,johnpatel@century21.com,(214) 765-9044,Windermere Real Estate,Fresno,CA,Fresno,CA420890,CA,6,4,3000000,71,B,B,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Lisa Hill,Lisa,Hill,lisahill13@realtor.com,(585) 279-5424,Redfin,Minneapolis,MN,Minneapolis,MN697426,MN,5,35,12250000,82,A,A,3.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephanie Wright,Stephanie,Wright,stephaniewright19@sothebysrealty.com,(212) 786-8751,Weichert Realtors,Buffalo,NY,Buffalo,NY139254,NY,5,15,12750000,70,B,B,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
John Parker,John,Parker,parker.j@century21.com,(775) 860-7897,Independent Agent,Dallas,TX,Dallas,TX688651,TX,7,30,10500000,82,A,A,4.3,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Frank Ruiz,Frank,Ruiz,ruizfrank@aol.com,(404) 857-4581,United Real Estate,Rochester,NY,Rochester,NY295614,NY,6,10,8500000,70,B,B,4.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donna Young,Donna,Young,donnayoung@aol.com,(806) 272-6590,Local Brokerage,Cincinnati,OH,Cincinnati,OH681863,OH,1,18,4500000,66,B,B,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jacob Perez,Jacob,Perez,jperez@compass.com,(901) 246-6657,Century 21,Pittsburgh,PA,Pittsburgh,PA614182,PA,3,12,3480000,61,B,B,3.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephanie Williams,Stephanie,Williams,stephaniewilliams@coldwellbanker.com,(585) 325-7894,JPMorgan Real Estate,Shreveport,LA,Shreveport,LA603660,LA,4,28,6440000,70,C,C,4.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michelle James,Michelle,James,michelle.james@century21.com,(314) 782-3849,Berkshire Hathaway HomeServices,Buffalo,NY,Buffalo,NY484808,NY,1,12,10200000,81,B,B,4.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Edward Adams,Edward,Adams,edward_adams@exp.com,(813) 546-8493,Windermere Real Estate,Milwaukee,WI,Milwaukee,WI591825,WI,4,12,3300000,71,B,B,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Mark Williams,Mark,Williams,markwilliams@exp.com,(614) 558-8123,RE/MAX,Winston-Salem,NC,Winston-Salem,NC761660,NC,1,6,1860000,75,C,C,3.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Rebecca Miller,Rebecca,Miller,rebeccamiller@gmail.com,(816) 421-3255,Coldwell Banker,Orlando,FL,Orlando,FL420733,FL,12,8,3200000,79,B,B,3.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joshua Roberts,Joshua,Roberts,joshua.roberts@homesmart.com,(412) 940-6649,Realty ONE Group,Boston,MA,Boston,MA821111,MA,5,12,7800000,77,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samuel Reed,Samuel,Reed,sreed@kw.com,(801) 453-8114,Century 21,Buffalo,NY,Buffalo,NY286774,NY,1,10,8500000,61,B,B,4.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carol Ramos,Carol,Ramos,ramos.c@remax.com,(619) 837-5455,Redfin,Minneapolis,MN,Minneapolis,MN710933,MN,6,16,5600000,76,A,A,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Alexander Brooks,Alexander,Brooks,alexanderbrooks@weichert.com,(423) 579-3021,eXp Realty,Rochester,NY,Rochester,NY938216,NY,2,8,6800000,83,B,B,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jason Patel,Jason,Patel,patel.j@realtor.com,(515) 536-8466,Independent Agent,Milwaukee,WI,Milwaukee,WI595216,WI,7,12,3300000,83,B,B,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Angela Martinez,Angela,Martinez,angelamartinez86@homesmart.com,(919) 251-8205,Sotheby's International Realty,Orlando,FL,Orlando,FL814091,FL,3,45,18000000,93,B,B,3.4,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Alexander Hughes,Alexander,Hughes,ahughes@hotmail.com,(503) 535-1363,CBRE,Albuquerque,NM,Albuquerque,NM315418,NM,3,20,5500000,84,C,C,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Paul Lopez,Paul,Lopez,paullopez14@exp.com,(901) 947-8421,Local Brokerage,Chicago,IL,Chicago,IL134838,IL,10,50,15000000,78,A,A,4.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Matthew Richardson,Matthew,Richardson,matthew.richardson@weichert.com,(513) 729-6852,Marcus & Millichap,Dallas,TX,Dallas,TX653223,TX,3,35,12250000,91,A,A,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Laura Flores,Laura,Flores,lflores@outlook.com,(702) 747-6508,Independent Agent,Tucson,AZ,Tucson,AZ407451,AZ,1,15,6750000,67,B,B,3.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Nicholas Thompson,Nicholas,Thompson,nicholas.thompson@compass.com,(716) 967-9460,HomeSmart,Fort Wayne,IN,Fort Wayne,IN246328,IN,8,3,720000,69,C,C,4.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jerry Davis,Jerry,Davis,jerry_davis@hotmail.com,(251) 354-2969,JPMorgan Real Estate,Washington,DC,Washington,DC229219,DC,5,20,14000000,90,A,A,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samuel Martin,Samuel,Martin,smartin@gmail.com,(407) 807-3058,United Real Estate,Riverside,CA,Riverside,CA616381,CA,12,10,7500000,88,B,B,3.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Paul Reed,Paul,Reed,paul.reed@century21.com,(216) 314-6302,Keller Williams,Houston,TX,Houston,TX307018,TX,10,20,7000000,76,A,A,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kimberly Young,Kimberly,Young,youngkimberly@outlook.com,(806) 554-3146,ERA Real Estate,Atlanta,GA,Atlanta,GA516816,GA,5,20,6500000,77,A,A,3.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Moore,Gary,Moore,moore.g@remax.com,(828) 412-3412,Coldwell Banker,Seattle,WA,Seattle,WA453128,WA,2,25,15000000,73,A,A,4.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Hernandez,Nicholas,Hernandez,nhernandez@hotmail.com,(202) 317-9203,United Real Estate,Rochester,NY,Rochester,NY732129,NY,7,22,18700000,93,B,B,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Elizabeth Patel,Elizabeth,Patel,elizabeth.patel@kw.com,(816) 774-4630,United Real Estate,Washington,DC,Washington,DC879247,DC,8,30,21000000,94,A,A,4.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amy Nguyen,Amy,Nguyen,amy_nguyen@hotmail.com,(410) 721-3731,Better Homes and Gardens Real Estate,Fresno,CA,Fresno,CA847279,CA,7,10,7500000,81,B,B,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anna Diaz,Anna,Diaz,anna.diaz@coldwellbanker.com,(202) 884-4567,CBRE,Rochester,NY,Rochester,NY267863,NY,6,12,10200000,81,B,B,4.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brian Young,Brian,Young,young.b@realtor.com,(602) 888-5416,Local Brokerage,Minneapolis,MN,Minneapolis,MN304930,MN,5,35,12250000,98,A,A,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Myers,Andrew,Myers,myers.a@compass.com,(402) 251-4114,Local Brokerage,Dallas,TX,Dallas,TX925278,TX,5,25,8750000,94,A,A,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Steven Brown,Steven,Brown,brown.s@weichert.com,(865) 989-1978,Berkshire Hathaway HomeServices,Minneapolis,MN,Minneapolis,MN155617,MN,6,16,5600000,95,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Linda Kelly,Linda,Kelly,lindakelly79@century21.com,(405) 541-6784,Keller Williams,New York,NY,New York,NY299133,NY,4,50,42500000,92,A,A,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Kimberly Turner,Kimberly,Turner,kimberlyturner18@yahoo.com,(312) 904-6025,Redfin,Phoenix,AZ,Phoenix,AZ935991,AZ,7,30,13500000,81,A,A,3.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
