full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Carol Rivera,Carol,Rivera,rivera.c@aol.com,(505) 200-3126,Local Brokerage,Phoenix,AZ,Phoenix,AZ947249,AZ,15,30,13500000,81,A,A,3.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Frank Brooks,Frank,Brooks,frank.brooks@homesmart.com,(408) 444-1052,Independent Agent,Austin,TX,Austin,TX868882,TX,8,12,4200000,88,A,A,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Paul Cruz,Paul,Cruz,paul_cruz@sothebysrealty.com,(801) 259-3796,Coldwell Banker,Detroit,MI,Detroit,MI176500,MI,12,35,9625000,88,B,B,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Bennett,Maria,Bennett,mariabennett27@gmail.com,(414) 825-6123,Better Homes and Gardens Real Estate,Birmingham,AL,Birmingham,AL263279,AL,4,12,2640000,70,B,B,3.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Richard Allen,Richard,Allen,richard.allen@hotmail.com,(208) 697-3476,Independent Agent,Riverside,CA,Riverside,CA424896,CA,12,28,21000000,87,B,B,4.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Barbara Flores,Barbara,Flores,bflores@exp.com,(575) 357-8482,Independent Agent,San Antonio,TX,San Antonio,TX495555,TX,2,45,15750000,71,B,B,4.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Frank Myers,Frank,Myers,frank_myers@outlook.com,(260) 869-3375,Zillow Premier Agent,Minneapolis,MN,Minneapolis,MN679603,MN,10,25,8750000,85,A,A,4.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Daniel Sanders,Daniel,Sanders,sandersdaniel@gmail.com,(414) 288-3565,Independent Agent,Austin,TX,Austin,TX311563,TX,6,12,4200000,74,A,A,4.3,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ruth Gray,Ruth,Gray,gray.r@kw.com,(405) 837-1798,ERA Real Estate,Seattle,WA,Seattle,WA835453,WA,6,60,36000000,88,A,A,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Deborah Sanchez,Deborah,Sanchez,deborahsanchez84@remax.com,(412) 596-4099,JPMorgan Real Estate,Atlanta,GA,Atlanta,GA830307,GA,4,50,16250000,78,A,A,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carolyn Harris,Carolyn,Harris,carolynharris@kw.com,(405) 232-3352,Berkshire Hathaway HomeServices,Fort Collins,CO,Fort Collins,CO788818,CO,1,8,4400000,65,C,C,4.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephanie Williams,Stephanie,Williams,williams.s@hotmail.com,(864) 693-7639,eXp Realty,Wichita,KS,Wichita,KS273156,KS,4,3,600000,69,C,C,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Michelle Garcia,Michelle,Garcia,garciamichelle@homesmart.com,(916) 329-8913,Weichert Realtors,Chicago,IL,Chicago,IL714496,IL,4,30,9000000,75,A,A,3.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda Rivera,Linda,Rivera,lindarivera@coldwellbanker.com,(405) 489-9393,Better Homes and Gardens Real Estate,Seattle,WA,Seattle,WA277862,WA,8,35,21000000,87,A,A,3.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Steven Howard,Steven,Howard,steven_howard@compass.com,(336) 957-4868,Redfin,Austin,TX,Austin,TX206839,TX,3,35,12250000,87,A,A,4.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Susan Mendoza,Susan,Mendoza,susan.mendoza@sothebysrealty.com,(619) 824-9376,Compass,Denver,CO,Denver,CO671442,CO,6,8,4400000,78,A,A,3.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Susan Parker,Susan,Parker,susanparker@outlook.com,(334) 493-3190,Sotheby's International Realty,Cincinnati,OH,Cincinnati,OH183905,OH,6,10,2500000,90,B,B,3.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jeffrey White,Jeffrey,White,jeffrey_white@yahoo.com,(501) 420-8728,Weichert Realtors,Rochester,NY,Rochester,NY836164,NY,4,8,6800000,83,B,B,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Paul Rogers,Paul,Rogers,paul.rogers@homesmart.com,(214) 977-8977,Marcus & Millichap,Portland,OR,Portland,OR693237,OR,6,16,8000000,81,A,A,4.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Lee,Laura,Lee,lauralee73@kw.com,(704) 316-6638,Keller Williams,Oklahoma City,OK,Oklahoma City,OK605509,OK,3,22,4620000,94,B,B,3.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kenneth Cruz,Kenneth,Cruz,kcruz@homesmart.com,(617) 424-6658,Coldwell Banker,Birmingham,AL,Birmingham,AL594718,AL,5,10,2200000,74,B,B,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Shirley Campbell,Shirley,Campbell,shirley.campbell@kw.com,(608) 791-7733,RE/MAX,Cincinnati,OH,Cincinnati,OH742182,OH,3,10,2500000,67,B,B,4.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kathleen Ortiz,Kathleen,Ortiz,ortiz.k@homesmart.com,(901) 661-6843,Compass,Mobile,AL,Mobile,AL474043,AL,6,15,3300000,87,C,C,4.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Donna Martinez,Donna,Martinez,donna.martinez@coldwellbanker.com,(806) 865-1636,JPMorgan Real Estate,Birmingham,AL,Birmingham,AL561591,AL,6,10,2200000,66,B,B,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patricia Patel,Patricia,Patel,patelpatricia@remax.com,(502) 219-9664,Sotheby's International Realty,Buffalo,NY,Buffalo,NY967672,NY,10,10,8500000,73,B,B,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gregory White,Gregory,White,whitegregory@remax.com,(828) 314-4521,JPMorgan Real Estate,San Francisco,CA,San Francisco,CA876345,CA,4,8,6000000,78,A,A,3.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Gary Thomas,Gary,Thomas,garythomas@realtor.com,(313) 625-1567,Century 21,Chattanooga,TN,Chattanooga,TN891264,TN,7,6,1920000,83,C,C,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kathleen Howard,Kathleen,Howard,kathleenhoward32@outlook.com,(312) 774-6518,Zillow Premier Agent,Cincinnati,OH,Cincinnati,OH703921,OH,5,22,5500000,90,B,B,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Melissa Williams,Melissa,Williams,mwilliams@weichert.com,(215) 399-7338,Coldwell Banker,Miami,FL,Miami,FL148267,FL,7,35,14000000,85,A,A,3.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amy Rogers,Amy,Rogers,amyrogers@gmail.com,(865) 297-4290,Weichert Realtors,Seattle,WA,Seattle,WA722967,WA,8,40,24000000,82,A,A,4.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Smith,Donald,Smith,dsmith@yahoo.com,(303) 744-9707,Sotheby's International Realty,Raleigh,NC,Raleigh,NC186797,NC,4,35,10850000,77,B,B,3.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
William Wilson,William,Wilson,williamwilson78@hotmail.com,(843) 380-7708,Cushman & Wakefield,Atlanta,GA,Atlanta,GA617912,GA,10,20,6500000,82,A,A,3.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ryan Kim,Ryan,Kim,kim.r@aol.com,(404) 566-2323,HomeSmart,Dallas,TX,Dallas,TX192911,TX,5,20,7000000,68,A,A,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Scott Kim,Scott,Kim,scott.kim@coldwellbanker.com,(336) 445-3314,RE/MAX,St. Louis,MO,St. Louis,MO796500,MO,1,12,3120000,74,B,B,3.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amanda Clark,Amanda,Clark,aclark@outlook.com,(313) 471-8074,JLL,Philadelphia,PA,Philadelphia,PA963483,PA,6,25,7250000,80,A,A,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Margaret Jackson,Margaret,Jackson,jackson.m@homesmart.com,(541) 347-4028,United Real Estate,Las Vegas,NV,Las Vegas,NV924260,NV,3,15,6375000,75,B,B,4.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donna Taylor,Donna,Taylor,donnataylor65@gmail.com,(912) 663-5797,Cushman & Wakefield,Winston-Salem,NC,Winston-Salem,NC618410,NC,7,15,4650000,83,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gary Hernandez,Gary,Hernandez,ghernandez@weichert.com,(585) 532-8893,Compass,Winston-Salem,NC,Winston-Salem,NC926738,NC,4,3,930000,75,C,C,4.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Rachel Gutierrez,Rachel,Gutierrez,rachelgutierrez39@coldwellbanker.com,(336) 958-4276,Keller Williams,Reno,NV,Reno,NV244418,NV,4,15,6375000,83,C,C,4.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Mark Martinez,Mark,Martinez,martinez.m@sothebysrealty.com,(865) 665-6739,Coldwell Banker,Nashville,TN,Nashville,TN301666,TN,4,25,8000000,77,A,A,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Paul Kim,Paul,Kim,kimpaul@sothebysrealty.com,(951) 586-7327,CBRE,Columbus,OH,Columbus,OH544429,OH,12,15,3750000,82,B,B,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Susan Jimenez,Susan,Jimenez,susanjimenez@outlook.com,(316) 805-4581,JLL,San Francisco,CA,San Francisco,CA612911,CA,8,30,22500000,91,A,A,3.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Charles Murphy,Charles,Murphy,charlesmurphy19@weichert.com,(479) 322-3419,Realty ONE Group,Colorado Springs,CO,Colorado Springs,CO848612,CO,2,12,6600000,78,C,C,4.4,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carolyn Torres,Carolyn,Torres,torrescarolyn@weichert.com,(806) 472-1941,Berkshire Hathaway HomeServices,Santa Fe,NM,Santa Fe,NM305653,NM,4,3,825000,69,C,C,4.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Sharon Johnson,Sharon,Johnson,sharon.johnson@homesmart.com,(509) 790-8660,ERA Real Estate,Cleveland,OH,Cleveland,OH231457,OH,10,35,8750000,75,B,B,4.4,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Eric Brooks,Eric,Brooks,ericbrooks34@remax.com,(206) 459-1826,United Real Estate,Indianapolis,IN,Indianapolis,IN494713,IN,3,35,8400000,89,B,B,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ronald Carter,Ronald,Carter,ronald_carter@aol.com,(602) 992-1560,Redfin,Seattle,WA,Seattle,WA274244,WA,2,35,21000000,90,A,A,4.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Matthew Nguyen,Matthew,Nguyen,nguyen.m@sothebysrealty.com,(251) 383-1297,Century 21,Fort Collins,CO,Fort Collins,CO624014,CO,5,8,4400000,77,C,C,4.2,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Cook,Anthony,Cook,cook.a@remax.com,(415) 202-2217,RE/MAX,San Jose,CA,San Jose,CA242250,CA,5,30,22500000,91,A,A,4.8,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Catherine Nelson,Catherine,Nelson,catherine.nelson@remax.com,(716) 335-3227,Berkshire Hathaway HomeServices,Tampa,FL,Tampa,FL980197,FL,2,4,1600000,64,B,B,5.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Adams,Maria,Adams,adams.m@yahoo.com,(970) 863-1710,JPMorgan Real Estate,Austin,TX,Austin,TX861816,TX,6,40,14000000,93,A,A,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Ryan Hill,Ryan,Hill,ryan.hill@aol.com,(402) 384-8111,Redfin,Santa Fe,NM,Santa Fe,NM274684,NM,1,10,2750000,69,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Martin,Laura,Martin,lauramartin18@sothebysrealty.com,(801) 380-6982,Berkshire Hathaway HomeServices,Louisville,KY,Louisville,KY782074,KY,10,15,3375000,79,B,B,4.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Debra Wilson,Debra,Wilson,wilson.d@gmail.com,(801) 397-4729,ERA Real Estate,Lincoln,NE,Lincoln,NE597606,NE,4,8,1840000,78,C,C,3.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Emily Sanders,Emily,Sanders,sandersemily@coldwellbanker.com,(585) 246-5065,Realty ONE Group,Pittsburgh,PA,Pittsburgh,PA105667,PA,1,4,1160000,75,B,B,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patricia Nguyen,Patricia,Nguyen,patricia_nguyen@aol.com,(504) 764-1723,Redfin,Oklahoma City,OK,Oklahoma City,OK636656,OK,6,35,7350000,98,B,B,3.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sarah Campbell,Sarah,Campbell,campbell.s@homesmart.com,(479) 754-6746,Local Brokerage,Birmingham,AL,Birmingham,AL188030,AL,1,12,2640000,84,B,B,4.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Rebecca Wilson,Rebecca,Wilson,wilson.r@remax.com,(412) 921-7529,JLL,Boise,ID,Boise,ID438131,ID,1,12,5700000,68,C,C,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Matthew Stewart,Matthew,Stewart,stewartmatthew@yahoo.com,(210) 200-7267,Windermere Real Estate,Nashville,TN,Nashville,TN830776,TN,7,20,6400000,93,A,A,3.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Rogers,Maria,Rogers,mariarogers@century21.com,(213) 584-8538,Windermere Real Estate,Richmond,VA,Richmond,VA150433,VA,4,45,16875000,70,B,B,4.7,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
William Ortiz,William,Ortiz,wortiz@hotmail.com,(951) 822-5643,Keller Williams,San Diego,CA,San Diego,CA449770,CA,4,40,30000000,87,A,A,3.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Christopher Torres,Christopher,Torres,torres.c@weichert.com,(801) 248-5062,United Real Estate,Cedar Rapids,IA,Cedar Rapids,IA552684,IA,1,15,3075000,78,C,C,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
John Price,John,Price,jprice@exp.com,(804) 878-4553,ERA Real Estate,Cleveland,OH,Cleveland,OH258920,OH,4,18,4500000,82,B,B,4.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nancy Howard,Nancy,Howard,howard.n@sothebysrealty.com,(615) 219-6715,HomeSmart,Pittsburgh,PA,Pittsburgh,PA856630,PA,8,10,2900000,83,B,B,3.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicole Peterson,Nicole,Peterson,petersonnicole@remax.com,(602) 275-4935,Local Brokerage,Tallahassee,FL,Tallahassee,FL439390,FL,6,6,2400000,90,C,C,4.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Larry Price,Larry,Price,larryprice54@homesmart.com,(414) 807-2765,Compass,Charleston,SC,Charleston,SC720634,SC,5,15,4350000,83,C,C,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Margaret Thompson,Margaret,Thompson,margaret.thompson@homesmart.com,(951) 439-5973,Realty ONE Group,Bend,OR,Bend,OR961084,OR,6,6,3000000,88,C,C,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kathleen Miller,Kathleen,Miller,kathleen.miller@gmail.com,(334) 937-5626,Weichert Realtors,Philadelphia,PA,Philadelphia,PA768401,PA,10,16,4640000,97,A,A,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michael Jimenez,Michael,Jimenez,michael_jimenez@hotmail.com,(916) 550-6529,Windermere Real Estate,Atlanta,GA,Atlanta,GA920768,GA,12,16,5200000,89,A,A,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Mary Foster,Mary,Foster,maryfoster@kw.com,(512) 516-5530,CBRE,Detroit,MI,Detroit,MI550927,MI,3,10,2750000,81,B,B,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Matthew Peterson,Matthew,Peterson,matthewpeterson82@homesmart.com,(602) 386-7184,HomeSmart,Fort Wayne,IN,Fort Wayne,IN706434,IN,2,10,2400000,74,C,C,4.8,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Helen Bennett,Helen,Bennett,helenbennett78@kw.com,(206) 960-9906,Keller Williams,Spokane,WA,Spokane,WA743359,WA,4,3,1800000,71,C,C,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Carol Ramirez,Carol,Ramirez,cramirez@compass.com,(312) 861-3278,ERA Real Estate,Spokane,WA,Spokane,WA944454,WA,7,3,1800000,89,C,C,4.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Melissa Robinson,Melissa,Robinson,melissa_robinson@weichert.com,(585) 509-9819,Corcoran Global Living,San Francisco,CA,San Francisco,CA378095,CA,8,12,9000000,85,A,A,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christopher Alvarez,Christopher,Alvarez,alvarezchristopher@weichert.com,(317) 460-7141,Windermere Real Estate,Louisville,KY,Louisville,KY805223,KY,12,12,2700000,72,B,B,4.8,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samantha Hall,Samantha,Hall,samantha.hall@kw.com,(775) 483-2997,JLL,Tampa,FL,Tampa,FL149760,FL,4,10,4000000,83,B,B,3.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Karen Kelly,Karen,Kelly,karen.kelly@remax.com,(205) 807-1671,eXp Realty,Provo,UT,Provo,UT650644,UT,4,8,4000000,66,C,C,3.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Rebecca Hernandez,Rebecca,Hernandez,rebeccahernandez@outlook.com,(828) 208-6031,Zillow Premier Agent,Philadelphia,PA,Philadelphia,PA649043,PA,8,20,5800000,81,A,A,3.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Kimberly Taylor,Kimberly,Taylor,taylorkimberly@compass.com,(505) 995-1978,Keller Williams,Knoxville,TN,Knoxville,TN336265,TN,2,12,3840000,63,C,C,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Emma Green,Emma,Green,emmagreen@hotmail.com,(716) 347-6065,Zillow Premier Agent,Denver,CO,Denver,CO844196,CO,15,35,19250000,93,A,A,3.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Andrew Wright,Andrew,Wright,andrew.wright@coldwellbanker.com,(502) 642-9621,Zillow Premier Agent,Tucson,AZ,Tucson,AZ363847,AZ,3,4,1800000,77,B,B,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Robert Smith,Robert,Smith,rsmith@weichert.com,(206) 452-8779,Zillow Premier Agent,Houston,TX,Houston,TX289007,TX,2,16,5600000,68,A,A,4.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Emily Rodriguez,Emily,Rodriguez,emilyrodriguez35@compass.com,(608) 470-6640,Redfin,Montgomery,AL,Montgomery,AL612714,AL,5,6,1320000,64,C,C,3.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
John James,John,James,johnjames84@remax.com,(608) 633-8552,Zillow Premier Agent,Tallahassee,FL,Tallahassee,FL338960,FL,4,28,11200000,78,C,C,4.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Frank Gonzalez,Frank,Gonzalez,frank.gonzalez@exp.com,(775) 462-5306,Corcoran Global Living,Phoenix,AZ,Phoenix,AZ786516,AZ,6,40,18000000,96,A,A,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Margaret Ross,Margaret,Ross,rossmargaret@outlook.com,(501) 872-9808,Berkshire Hathaway HomeServices,Baltimore,MD,Baltimore,MD890946,MD,1,12,5100000,81,B,B,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jerry Edwards,Jerry,Edwards,jerry.edwards@weichert.com,(505) 989-7917,Corcoran Global Living,Reno,NV,Reno,NV525968,NV,3,20,8500000,85,C,C,4.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jason Hill,Jason,Hill,jhill@remax.com,(208) 381-9250,HomeSmart,Knoxville,TN,Knoxville,TN351585,TN,1,6,1920000,70,C,C,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Raymond Ramirez,Raymond,Ramirez,raymondramirez2@century21.com,(210) 539-5257,CBRE,Madison,WI,Madison,WI598447,WI,7,12,3300000,82,C,C,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Wood,Donald,Wood,donald.wood@hotmail.com,(850) 274-7508,Independent Agent,Spokane,WA,Spokane,WA667596,WA,5,10,6000000,65,C,C,3.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ashley Stewart,Ashley,Stewart,ashley_stewart@hotmail.com,(405) 253-9667,Coldwell Banker,Sacramento,CA,Sacramento,CA605634,CA,4,12,9000000,60,B,B,4.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jennifer Young,Jennifer,Young,youngjennifer@outlook.com,(414) 557-1545,Zillow Premier Agent,Colorado Springs,CO,Colorado Springs,CO421300,CO,2,10,5500000,61,C,C,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
