id,name,email,phone,brokerage,city,state,zip,years_experience,transaction_volume,cream_fit_score,priority,lead_source,generated_date
CREAM-20260609-0016,Samuel Hill,samuel.hill@email.com,(872)-514-4252,Keller Williams,Tallahassee,FL,53141,10,51-100,78,A,Daily Scraper,2026-06-09
CREAM-20260609-0017,Alexander Johnson,alexander.johnson@email.com,(715)-929-2638,Exit Realty,San Antonio,TX,42799,6,11-25,78,A,Daily Scraper,2026-06-09
CREAM-20260609-0018,Scott Ortiz,scott.ortiz@email.com,(617)-108-3881,Compass,Rock Hill,SC,79750,20,51-100,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0019,William Stewart,william.stewart@email.com,(712)-151-9161,Weichert Realtors,Montgomery,AL,22487,6,26-50,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0020,Joshua Hill,joshua.hill@email.com,(456)-320-4785,United Real Estate,Philadelphia,PA,62769,17,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0021,Mark Parker,mark.parker@email.com,(608)-334-5813,eXp Realty,Baltimore,MD,94748,6,11-25,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0022,James Collins,james.collins@email.com,(961)-417-5115,United Real Estate,San Francisco,CA,35059,14,51-100,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0023,Christine Nelson,christine.nelson@email.com,(348)-527-4653,Corcoran,Pittsburgh,PA,75226,16,26-50,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0024,Benjamin Torres,benjamin.torres@email.com,(376)-656-6362,Sotheby's International,Rockville,MD,85913,6,1-10,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0025,Ronald Rogers,ronald.rogers@email.com,(422)-316-7601,Douglas Elliman,Sacramento,CA,85802,19,11-25,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0026,Deborah Scott,deborah.scott@email.com,(992)-321-3529,Sotheby's International,San Antonio,TX,12156,10,11-25,76,A,Daily Scraper,2026-06-09
CREAM-20260609-0027,Andrew Clark,andrew.clark@email.com,(300)-195-2718,eXp Realty,Allentown,PA,50961,6,26-50,62,C,Daily Scraper,2026-06-09
CREAM-20260609-0028,Kenneth Flores,kenneth.flores@email.com,(568)-854-8442,Exit Realty,Dallas,TX,65214,13,11-25,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0029,Joshua Murphy,joshua.murphy@email.com,(993)-875-6440,Century 21,Fresno,CA,50488,10,51-100,78,A,Daily Scraper,2026-06-09
CREAM-20260609-0030,Patricia Scott,patricia.scott@email.com,(672)-929-8064,eXp Realty,Riverside,CA,37540,20,26-50,95,A,Daily Scraper,2026-06-09
CREAM-20260609-0031,Melissa Lewis,melissa.lewis@email.com,(903)-580-5976,Re/Max,Greensboro,NC,94681,10,51-100,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0032,John Davis,john.davis@email.com,(501)-253-8400,Redfin,Ann Arbor,MI,18928,9,11-25,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0033,Susan Thompson,susan.thompson@email.com,(430)-606-3865,Sotheby's International,Pittsburgh,PA,14043,23,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0034,Katherine Walker,katherine.walker@email.com,(542)-254-6108,ERA Real Estate,Anaheim,CA,59746,8,1-10,71,A,Daily Scraper,2026-06-09
CREAM-20260609-0035,Barbara Hill,barbara.hill@email.com,(219)-326-8299,HomeSmart,Enterprise,NV,95734,3,1-10,60,C,Daily Scraper,2026-06-09
CREAM-20260609-0036,Carol Richardson,carol.richardson@email.com,(438)-325-8233,ERA Real Estate,Bismarck,ND,62350,10,1-10,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0037,Dorothy Baker,dorothy.baker@email.com,(603)-482-2186,Corcoran,Tucson,AZ,21029,14,11-25,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0038,Stephen Thomas,stephen.thomas@email.com,(984)-541-4249,Compass,Tacoma,WA,13907,15,26-50,97,A,Daily Scraper,2026-06-09
CREAM-20260609-0039,Sharon Morris,sharon.morris@email.com,(521)-546-2815,eXp Realty,Arlington,TX,23355,18,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0040,Nicole Evans,nicole.evans@email.com,(235)-509-4549,Berkshire Hathaway,Yonkers,NY,21835,18,11-25,87,A,Daily Scraper,2026-06-09
CREAM-20260609-0041,Matthew Richardson,matthew.richardson@email.com,(982)-893-9491,Weichert Realtors,El Paso,TX,55941,1,11-25,64,B,Daily Scraper,2026-06-09
CREAM-20260609-0042,Kathleen Roberts,kathleen.roberts@email.com,(272)-712-2744,Century 21,Winston-Salem,NC,49112,10,51-100,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0043,Sharon Walker,sharon.walker@email.com,(698)-727-6947,ERA Real Estate,Los Angeles,CA,83741,7,51-100,70,A,Daily Scraper,2026-06-09
CREAM-20260609-0044,Mary Parker,mary.parker@email.com,(298)-919-4453,eXp Realty,Seattle,WA,35234,14,51-100,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0045,Betty Garcia,betty.garcia@email.com,(666)-682-8003,Redfin,Orlando,FL,63681,28,100+,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0046,Katherine White,katherine.white@email.com,(537)-160-3473,Berkshire Hathaway,Irvine,CA,48866,6,26-50,69,B,Daily Scraper,2026-06-09
CREAM-20260609-0047,Emily Walker,emily.walker@email.com,(525)-737-9127,Better Homes & Gardens,San Francisco,CA,82948,22,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0048,Margaret Ortiz,margaret.ortiz@email.com,(867)-161-4041,The Agency,Arlington,TX,10885,16,11-25,98,A,Daily Scraper,2026-06-09
CREAM-20260609-0049,Mary Gomez,mary.gomez@email.com,(923)-888-6755,Houlihan Lawrence,Reno,NV,48400,22,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0050,Jacob Edwards,jacob.edwards@email.com,(924)-925-3289,Weichert Realtors,Los Angeles,CA,57105,23,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0051,Robert Adams,robert.adams@email.com,(404)-758-8284,ERA Real Estate,Chattanooga,TN,95347,18,26-50,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0052,Kenneth Lopez,kenneth.lopez@email.com,(887)-427-3466,Exit Realty,San Diego,CA,72742,10,1-10,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0053,Pamela Ramos,pamela.ramos@email.com,(996)-988-9975,Weichert Realtors,Cleveland,OH,94638,10,11-25,73,B,Daily Scraper,2026-06-09
CREAM-20260609-0054,David Wilson,david.wilson@email.com,(264)-317-1513,Century 21,Boston,MA,12935,11,11-25,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0055,Nicole Wood,nicole.wood@email.com,(254)-765-1750,eXp Realty,Springfield,MO,71241,19,1-10,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0056,Justin Nelson,justin.nelson@email.com,(212)-643-7571,The Agency,Joliet,IL,27717,10,51-100,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0057,Anthony Jackson,anthony.jackson@email.com,(415)-849-9489,Sotheby's International,Arlington,TX,66635,16,100+,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0058,Mark Evans,mark.evans@email.com,(964)-816-2293,Keller Williams,Dallas,TX,80244,11,11-25,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0059,John Garcia,john.garcia@email.com,(995)-672-6605,Compass,Amarillo,TX,54245,6,11-25,65,B,Daily Scraper,2026-06-09
CREAM-20260609-0060,Jerry Rivera,jerry.rivera@email.com,(590)-615-3101,HomeSmart,Phoenix,AZ,72565,9,1-10,73,A,Daily Scraper,2026-06-09
CREAM-20260609-0061,Linda Rogers,linda.rogers@email.com,(756)-638-4740,Century 21,Chandler,AZ,65856,19,11-25,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0062,Helen Ramos,helen.ramos@email.com,(634)-368-1128,Better Homes & Gardens,Athens,GA,72273,9,11-25,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0063,Pamela Thomas,pamela.thomas@email.com,(329)-985-8623,Compass,Rochester,MN,94209,0,51-100,60,C,Daily Scraper,2026-06-09
CREAM-20260609-0064,Matthew Jones,matthew.jones@email.com,(222)-345-1074,United Real Estate,Tallahassee,FL,61758,4,1-10,65,B,Daily Scraper,2026-06-09
CREAM-20260609-0065,Nancy Patel,nancy.patel@email.com,(640)-532-2247,Redfin,Athens,GA,13970,23,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0066,Sandra Turner,sandra.turner@email.com,(959)-442-2813,Realty One Group,Stockton,CA,48774,21,51-100,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0067,Eric Smith,eric.smith@email.com,(675)-668-4043,Re/Max,Riverside,CA,50974,10,26-50,72,A,Daily Scraper,2026-06-09
CREAM-20260609-0068,Thomas Bailey,thomas.bailey@email.com,(883)-830-8197,Century 21,Atlanta,GA,61226,11,1-10,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0069,Cynthia Alvarez,cynthia.alvarez@email.com,(672)-245-7741,Houlihan Lawrence,Austin,TX,74261,24,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0070,Jennifer Gonzalez,jennifer.gonzalez@email.com,(822)-436-6200,The Agency,Stockton,CA,43682,10,26-50,73,A,Daily Scraper,2026-06-09
CREAM-20260609-0071,Jack Clark,jack.clark@email.com,(484)-171-9222,Keller Williams,Allentown,PA,78803,13,26-50,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0072,Lisa Adams,lisa.adams@email.com,(846)-373-7099,Corcoran,Spokane,WA,96583,13,26-50,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0073,George Gray,george.gray@email.com,(795)-713-1807,United Real Estate,Portland,OR,56000,18,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0074,Dorothy Carter,dorothy.carter@email.com,(503)-173-9531,HomeSmart,Fort Worth,TX,89559,13,26-50,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0075,Nicole Mitchell,nicole.mitchell@email.com,(774)-127-2290,Corcoran,Athens,GA,59240,8,26-50,74,B,Daily Scraper,2026-06-09
CREAM-20260609-0076,Lisa Ramirez,lisa.ramirez@email.com,(548)-549-9743,HomeSmart,Scottsdale,AZ,97672,23,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0077,Angela Cook,angela.cook@email.com,(785)-274-9381,Berkshire Hathaway,St. Paul,MN,62121,16,51-100,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0078,Nicholas Collins,nicholas.collins@email.com,(273)-473-4115,Weichert Realtors,West Valley City,UT,38862,22,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0079,Nicholas Brooks,nicholas.brooks@email.com,(380)-184-9201,HomeSmart,Tempe,AZ,10410,12,1-10,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0080,Jonathan Patel,jonathan.patel@email.com,(950)-108-3852,Corcoran,Chandler,AZ,97028,6,11-25,64,B,Daily Scraper,2026-06-09
CREAM-20260609-0081,Helen Hernandez,helen.hernandez@email.com,(428)-360-9593,Coldwell Banker,San Diego,CA,45535,15,51-100,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0082,Kenneth Hernandez,kenneth.hernandez@email.com,(882)-656-3399,Douglas Elliman,Cincinnati,OH,61047,17,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0083,Angela Adams,angela.adams@email.com,(747)-257-8201,Better Homes & Gardens,Enterprise,NV,49053,10,26-50,72,B,Daily Scraper,2026-06-09
CREAM-20260609-0084,Ashley Carter,ashley.carter@email.com,(955)-812-3372,Sotheby's International,Scottsdale,AZ,62909,19,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0085,Andrew Clark,andrew.clark@email.com,(601)-605-4826,Corcoran,Stockton,CA,96003,9,11-25,70,A,Daily Scraper,2026-06-09
CREAM-20260609-0086,Robert Taylor,robert.taylor@email.com,(488)-377-9239,Re/Max,Fort Lauderdale,FL,59946,23,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0087,Samuel Wilson,samuel.wilson@email.com,(604)-337-9413,Sotheby's International,Concord,NH,47194,4,51-100,60,C,Daily Scraper,2026-06-09
CREAM-20260609-0088,Justin Gutierrez,justin.gutierrez@email.com,(423)-797-7020,The Agency,Stamford,CT,50638,7,26-50,69,B,Daily Scraper,2026-06-09
CREAM-20260609-0089,Patricia Peterson,patricia.peterson@email.com,(691)-884-8199,Sotheby's International,Albuquerque,NM,61820,10,26-50,72,B,Daily Scraper,2026-06-09
CREAM-20260609-0090,Scott Brown,scott.brown@email.com,(293)-320-1046,The Agency,Pittsburgh,PA,53072,6,26-50,76,B,Daily Scraper,2026-06-09
CREAM-20260609-0091,Donna Rodriguez,donna.rodriguez@email.com,(917)-844-7797,Douglas Elliman,Knoxville,TN,75032,1,1-10,60,C,Daily Scraper,2026-06-09
CREAM-20260609-0092,Jeffrey Walker,jeffrey.walker@email.com,(808)-248-2751,Keller Williams,Mesa,AZ,46237,6,51-100,65,B,Daily Scraper,2026-06-09
CREAM-20260609-0093,Rebecca Perez,rebecca.perez@email.com,(591)-867-7776,HomeSmart,San Diego,CA,95017,18,51-100,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0094,Angela Harris,angela.harris@email.com,(985)-153-1274,Century 21,Yonkers,NY,16625,23,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0095,Catherine Jackson,catherine.jackson@email.com,(583)-557-8746,Realty One Group,Yonkers,NY,74172,29,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0096,Donald Reed,donald.reed@email.com,(609)-502-7325,Houlihan Lawrence,New York,NY,94109,10,26-50,80,A,Daily Scraper,2026-06-09
CREAM-20260609-0097,Heather Harris,heather.harris@email.com,(497)-457-7115,Berkshire Hathaway,Brookings,SD,78268,12,26-50,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0098,Cynthia Lee,cynthia.lee@email.com,(739)-538-5636,Better Homes & Gardens,Akron,OH,75135,10,100+,81,A,Daily Scraper,2026-06-09
CREAM-20260609-0099,Jerry Adams,jerry.adams@email.com,(470)-836-8057,Coldwell Banker,Riverside,CA,44192,7,11-25,66,B,Daily Scraper,2026-06-09
CREAM-20260609-0100,Richard Diaz,richard.diaz@email.com,(726)-368-5185,The Agency,Seattle,WA,82026,8,51-100,73,B,Daily Scraper,2026-06-09
CREAM-20260609-0101,Katherine Hughes,katherine.hughes@email.com,(531)-826-8003,Coldwell Banker,Chattanooga,TN,33553,20,100+,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0102,Raymond Phillips,raymond.phillips@email.com,(949)-697-6363,Weichert Realtors,Irvine,CA,48578,21,1-10,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0103,Paul Cox,paul.cox@email.com,(878)-866-9093,Coldwell Banker,Columbus,GA,75965,6,26-50,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0104,Matthew Williams,matthew.williams@email.com,(228)-470-7531,Re/Max,Kansas City,KS,74481,5,26-50,72,B,Daily Scraper,2026-06-09
CREAM-20260609-0105,Charles King,charles.king@email.com,(560)-472-9170,Exit Realty,Joliet,IL,10822,18,11-25,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0106,Joshua Ward,joshua.ward@email.com,(236)-188-6994,Douglas Elliman,Reading,PA,60945,7,11-25,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0107,Susan Collins,susan.collins@email.com,(416)-212-8964,Douglas Elliman,Nampa,ID,71774,17,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0108,Brandon Rivera,brandon.rivera@email.com,(617)-719-1814,HomeSmart,Tempe,AZ,53052,18,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0109,Jeffrey Gutierrez,jeffrey.gutierrez@email.com,(663)-352-3545,Realty One Group,San Diego,CA,54070,11,11-25,75,A,Daily Scraper,2026-06-09
CREAM-20260609-0110,Jack Hughes,jack.hughes@email.com,(242)-691-5263,Better Homes & Gardens,Cincinnati,OH,19704,12,26-50,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0111,Emily Patel,emily.patel@email.com,(700)-747-2374,United Real Estate,Los Angeles,CA,55158,21,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0112,Carolyn Sanders,carolyn.sanders@email.com,(734)-317-9637,Redfin,St. Petersburg,FL,67932,23,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0113,Nicole Torres,nicole.torres@email.com,(834)-807-8207,Berkshire Hathaway,Evansville,IN,42170,20,11-25,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0114,Karen Jackson,karen.jackson@email.com,(454)-304-5007,Century 21,Springfield,MA,72876,13,1-10,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0115,Anna Martinez,anna.martinez@email.com,(864)-948-5332,Redfin,Augusta,GA,79124,7,11-25,73,B,Daily Scraper,2026-06-09
CREAM-20260609-0116,Patricia Williams,patricia.williams@email.com,(415)-836-7972,The Agency,Tempe,AZ,60614,20,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0117,Eric Baker,eric.baker@email.com,(417)-120-4381,Douglas Elliman,Anaheim,CA,48808,10,11-25,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0118,Jennifer Nelson,jennifer.nelson@email.com,(541)-482-3450,Exit Realty,Akron,OH,52477,11,26-50,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0119,Jason Walker,jason.walker@email.com,(642)-385-9259,Corcoran,Fort Worth,TX,38429,27,100+,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0120,Pamela Thompson,pamela.thompson@email.com,(740)-821-1886,Corcoran,Greenville,SC,93923,12,11-25,87,A,Daily Scraper,2026-06-09
CREAM-20260609-0121,Rachel Edwards,rachel.edwards@email.com,(793)-129-3928,Compass,Fort Worth,TX,53464,10,51-100,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0122,Edward Baker,edward.baker@email.com,(426)-749-5780,HomeSmart,Chula Vista,CA,18598,21,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0123,Linda Brooks,linda.brooks@email.com,(689)-782-3267,Douglas Elliman,Glendale,AZ,85801,19,26-50,97,A,Daily Scraper,2026-06-09
CREAM-20260609-0124,Thomas Taylor,thomas.taylor@email.com,(307)-384-6973,Century 21,Cape Coral,FL,99931,8,26-50,69,B,Daily Scraper,2026-06-09
CREAM-20260609-0125,Amy Robinson,amy.robinson@email.com,(695)-304-4623,eXp Realty,Aurora,IL,65138,27,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0126,Gregory Morales,gregory.morales@email.com,(671)-273-3470,Sotheby's International,Fort Worth,TX,53864,9,11-25,80,A,Daily Scraper,2026-06-09
CREAM-20260609-0127,Robert Green,robert.green@email.com,(647)-337-6167,Berkshire Hathaway,Toledo,OH,24530,13,26-50,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0128,Patricia Lee,patricia.lee@email.com,(746)-962-9401,Houlihan Lawrence,Columbus,GA,58003,9,26-50,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0129,Janet Walker,janet.walker@email.com,(363)-909-6321,Compass,Iowa City,IA,34827,9,26-50,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0130,Ronald Scott,ronald.scott@email.com,(528)-372-6560,Sotheby's International,Oakland,CA,13913,7,11-25,64,B,Daily Scraper,2026-06-09
CREAM-20260609-0131,Charles Carter,charles.carter@email.com,(247)-497-2785,Coldwell Banker,Portland,OR,47421,24,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0132,Cynthia Alvarez,cynthia.alvarez@email.com,(754)-145-5945,Exit Realty,Colorado Springs,CO,26496,27,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0133,David Wilson,david.wilson@email.com,(297)-775-5292,Sotheby's International,Henderson,NV,48689,17,26-50,98,A,Daily Scraper,2026-06-09
CREAM-20260609-0134,Samantha Hernandez,samantha.hernandez@email.com,(779)-671-4108,Better Homes & Gardens,Pittsburgh,PA,88410,11,51-100,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0135,Jennifer Anderson,jennifer.anderson@email.com,(392)-568-5572,Houlihan Lawrence,Fayetteville,AR,91454,23,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0136,Jacob Brooks,jacob.brooks@email.com,(324)-244-8440,Realty One Group,Provo,UT,94460,21,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0137,Brandon Rogers,brandon.rogers@email.com,(714)-939-4071,Weichert Realtors,Rochester,MN,10152,8,51-100,76,B,Daily Scraper,2026-06-09
CREAM-20260609-0138,Virginia Murphy,virginia.murphy@email.com,(651)-489-7297,Coldwell Banker,Chula Vista,CA,84334,15,1-10,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0139,Anthony Robinson,anthony.robinson@email.com,(908)-704-6165,Corcoran,Charlotte,NC,75939,9,26-50,70,B,Daily Scraper,2026-06-09
CREAM-20260609-0140,Nancy Green,nancy.green@email.com,(659)-506-1892,Weichert Realtors,Trenton,NJ,47588,9,51-100,87,A,Daily Scraper,2026-06-09
CREAM-20260609-0141,Helen Kelly,helen.kelly@email.com,(326)-832-3606,Realty One Group,Austin,TX,47769,15,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0142,Nicholas Stewart,nicholas.stewart@email.com,(417)-146-3615,eXp Realty,St. Paul,MN,91324,10,1-10,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0143,Larry Brooks,larry.brooks@email.com,(543)-914-7203,Exit Realty,Houston,TX,19826,29,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0144,Lisa Baker,lisa.baker@email.com,(553)-413-1051,Realty One Group,Tucson,AZ,44815,16,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0145,Amanda Parker,amanda.parker@email.com,(915)-545-2729,The Agency,Irvine,CA,39794,10,26-50,75,A,Daily Scraper,2026-06-09
CREAM-20260609-0146,Jason Bailey,jason.bailey@email.com,(966)-194-7311,Re/Max,Anaheim,CA,45955,7,26-50,65,B,Daily Scraper,2026-06-09
CREAM-20260609-0147,Patrick Ramos,patrick.ramos@email.com,(348)-281-1868,Re/Max,Fort Collins,CO,24760,6,11-25,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0148,Jessica Garcia,jessica.garcia@email.com,(236)-127-2296,Redfin,Glendale,AZ,37057,17,26-50,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0149,Emma Turner,emma.turner@email.com,(616)-317-1918,Berkshire Hathaway,El Paso,TX,78310,14,11-25,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0150,Jack Carter,jack.carter@email.com,(543)-588-8366,Sotheby's International,New Orleans,LA,31559,6,51-100,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0151,Barbara Wright,barbara.wright@email.com,(248)-571-4816,Corcoran,Scottsdale,AZ,74584,9,1-10,72,A,Daily Scraper,2026-06-09
CREAM-20260609-0152,Tyler Roberts,tyler.roberts@email.com,(638)-541-7959,Compass,Provo,UT,10105,16,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0153,Edward Hernandez,edward.hernandez@email.com,(422)-527-2799,Re/Max,San Francisco,CA,36326,21,100+,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0154,Edward Sanders,edward.sanders@email.com,(433)-242-4029,Weichert Realtors,Arlington,TX,16844,30,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0155,Amy Green,amy.green@email.com,(810)-576-1134,ERA Real Estate,Augusta,GA,73696,12,11-25,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0156,Nicholas Rodriguez,nicholas.rodriguez@email.com,(820)-580-6496,Keller Williams,Amarillo,TX,39712,14,1-10,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0157,Patricia Baker,patricia.baker@email.com,(715)-793-3004,Houlihan Lawrence,Miami,FL,11428,6,100+,63,B,Daily Scraper,2026-06-09
CREAM-20260609-0158,Jonathan Martinez,jonathan.martinez@email.com,(353)-967-8193,Century 21,San Jose,CA,43743,27,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0159,Virginia Ruiz,virginia.ruiz@email.com,(350)-988-5669,Redfin,Phoenix,AZ,60650,10,51-100,71,A,Daily Scraper,2026-06-09
CREAM-20260609-0160,Melissa Watson,melissa.watson@email.com,(817)-378-3033,Berkshire Hathaway,Elizabeth,NJ,94504,13,26-50,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0161,Rebecca Allen,rebecca.allen@email.com,(443)-816-7843,Redfin,Davenport,IA,32342,13,26-50,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0162,Angela White,angela.white@email.com,(459)-880-1968,ERA Real Estate,Reading,PA,57838,6,11-25,65,B,Daily Scraper,2026-06-09
CREAM-20260609-0163,Carol Bennett,carol.bennett@email.com,(378)-306-6602,Berkshire Hathaway,Irvine,CA,85377,4,11-25,60,B,Daily Scraper,2026-06-09
