full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Nicole Edwards,Nicole,Edwards,nedwards@gmail.com,(206) 496-5544,HomeSmart,Philadelphia,PA,Philadelphia,PA669892,PA,4,30,8700000,86,A,A,5.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Price,Maria,Price,price.m@outlook.com,(575) 787-9870,Realty ONE Group,Birmingham,AL,Birmingham,AL702813,AL,7,10,2200000,87,B,B,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Christopher Gutierrez,Christopher,Gutierrez,christopher_gutierrez@remax.com,(410) 539-9402,Berkshire Hathaway HomeServices,Provo,UT,Provo,UT687404,UT,4,6,3000000,84,C,C,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Margaret Young,Margaret,Young,margaretyoung98@outlook.com,(559) 555-4116,Coldwell Banker,Dallas,TX,Dallas,TX282652,TX,10,50,17500000,81,A,A,4.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Susan Mitchell,Susan,Mitchell,mitchellsusan@yahoo.com,(512) 702-4814,JPMorgan Real Estate,Rochester,NY,Rochester,NY633510,NY,3,15,12750000,81,B,B,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sandra Wilson,Sandra,Wilson,wilsonsandra@outlook.com,(404) 545-9959,Coldwell Banker,Winston-Salem,NC,Winston-Salem,NC193144,NC,3,8,2480000,84,C,C,3.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Katherine Gutierrez,Katherine,Gutierrez,gutierrezkatherine@coldwellbanker.com,(479) 346-2585,Cushman & Wakefield,Mobile,AL,Mobile,AL114651,AL,4,10,2200000,79,C,C,4.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Margaret Morales,Margaret,Morales,margaretmorales59@outlook.com,(260) 234-1271,Century 21,San Antonio,TX,San Antonio,TX214738,TX,1,18,6300000,71,B,B,5.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Helen Nelson,Helen,Nelson,nelson.h@coldwellbanker.com,(334) 436-5026,Compass,New Orleans,LA,New Orleans,LA555891,LA,3,18,4140000,71,B,B,3.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Betty White,Betty,White,betty.white@sothebysrealty.com,(513) 663-2730,Sotheby's International Realty,Fayetteville,AR,Fayetteville,AR669452,AR,6,3,585000,70,C,C,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephen Ramos,Stephen,Ramos,stephen_ramos@gmail.com,(412) 444-6171,Better Homes and Gardens Real Estate,Cedar Rapids,IA,Cedar Rapids,IA381656,IA,1,12,2460000,68,C,C,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Elizabeth Peterson,Elizabeth,Peterson,peterson.e@exp.com,(970) 267-6710,Coldwell Banker,Seattle,WA,Seattle,WA958146,WA,7,35,21000000,93,A,A,3.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Charles Murphy,Charles,Murphy,murphy.c@gmail.com,(864) 636-5788,Independent Agent,Minneapolis,MN,Minneapolis,MN196532,MN,3,40,14000000,96,A,A,3.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Johnson,Maria,Johnson,mjohnson@realtor.com,(719) 488-4734,Zillow Premier Agent,Jackson,MS,Jackson,MS653551,MS,2,3,540000,70,C,C,4.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Reyes,Cynthia,Reyes,reyescynthia@gmail.com,(402) 265-2347,Zillow Premier Agent,Boston,MA,Boston,MA106714,MA,8,8,5200000,78,A,A,3.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Raymond Richardson,Raymond,Richardson,raymondrichardson@remax.com,(214) 224-8563,HomeSmart,Winston-Salem,NC,Winston-Salem,NC252996,NC,4,15,4650000,81,C,C,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Joseph Flores,Joseph,Flores,joseph_flores@outlook.com,(850) 694-6288,Sotheby's International Realty,Colorado Springs,CO,Colorado Springs,CO807197,CO,4,20,11000000,66,C,C,3.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Eric Nguyen,Eric,Nguyen,ericnguyen9@remax.com,(617) 362-3518,Zillow Premier Agent,Seattle,WA,Seattle,WA703182,WA,10,20,12000000,83,A,A,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jack Green,Jack,Green,green.j@weichert.com,(423) 914-3523,RE/MAX,New Orleans,LA,New Orleans,LA175857,LA,5,4,920000,63,B,B,4.4,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Benjamin Garcia,Benjamin,Garcia,garciabenjamin@compass.com,(619) 611-1553,Compass,Cincinnati,OH,Cincinnati,OH977996,OH,10,18,4500000,94,B,B,3.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Nicholas Wright,Nicholas,Wright,nicholaswright72@gmail.com,(864) 772-3325,Berkshire Hathaway HomeServices,Houston,TX,Houston,TX393433,TX,15,30,10500000,82,A,A,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Eric Martin,Eric,Martin,martineric@century21.com,(541) 259-3369,ERA Real Estate,Reno,NV,Reno,NV505195,NV,5,8,3400000,83,C,C,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
William Thomas,William,Thomas,thomaswilliam@remax.com,(816) 585-5015,Redfin,Spokane,WA,Spokane,WA759433,WA,6,15,9000000,95,C,C,4.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Samuel Lee,Samuel,Lee,samuellee@hotmail.com,(865) 398-2588,Weichert Realtors,Indianapolis,IN,Indianapolis,IN213030,IN,7,28,6720000,89,B,B,4.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Parker,Donald,Parker,donaldparker14@outlook.com,(305) 853-7938,Coldwell Banker,Los Angeles,CA,Los Angeles,CA910380,CA,12,25,18750000,99,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephanie Moore,Stephanie,Moore,stephanie_moore@homesmart.com,(816) 209-2233,Compass,Little Rock,AR,Little Rock,AR168565,AR,1,8,1560000,62,C,C,3.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ashley Gray,Ashley,Gray,agray@gmail.com,(334) 629-1251,Local Brokerage,Madison,WI,Madison,WI880524,WI,2,6,1650000,60,C,C,4.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Edward Carter,Edward,Carter,carter.e@sothebysrealty.com,(404) 665-2727,Windermere Real Estate,San Diego,CA,San Diego,CA172213,CA,7,20,15000000,96,A,A,4.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Patrick Ramos,Patrick,Ramos,patrickramos@gmail.com,(702) 215-7138,Redfin,Phoenix,AZ,Phoenix,AZ109184,AZ,6,25,11250000,94,A,A,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Mendoza,Andrew,Mendoza,andrewmendoza@yahoo.com,(213) 348-6345,Redfin,Phoenix,AZ,Phoenix,AZ193619,AZ,10,25,11250000,81,A,A,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carol James,Carol,James,carol_james@sothebysrealty.com,(503) 866-3440,eXp Realty,Tucson,AZ,Tucson,AZ726314,AZ,2,10,4500000,64,B,B,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Brenda Parker,Brenda,Parker,brendaparker69@kw.com,(575) 382-4740,Keller Williams,Detroit,MI,Detroit,MI243214,MI,4,8,2200000,67,B,B,3.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jonathan Myers,Jonathan,Myers,jonathanmyers33@realtor.com,(215) 457-5008,Corcoran Global Living,Charleston,SC,Charleston,SC363974,SC,5,10,2900000,83,C,C,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Ramirez,Laura,Ramirez,ramirezlaura@yahoo.com,(202) 330-2507,Compass,Atlanta,GA,Atlanta,GA963156,GA,3,20,6500000,71,A,A,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Alexander Ross,Alexander,Ross,alexander.ross@gmail.com,(314) 732-8374,Windermere Real Estate,Minneapolis,MN,Minneapolis,MN196921,MN,6,50,17500000,94,A,A,4.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ronald Davis,Ronald,Davis,ronald.davis@compass.com,(402) 782-4565,Better Homes and Gardens Real Estate,Washington,DC,Washington,DC738173,DC,12,16,11200000,94,A,A,3.5,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jason Adams,Jason,Adams,jadams@sothebysrealty.com,(317) 878-9556,Zillow Premier Agent,Washington,DC,Washington,DC945466,DC,8,12,8400000,90,A,A,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jessica White,Jessica,White,whitejessica@exp.com,(970) 614-7778,Zillow Premier Agent,Lubbock,TX,Lubbock,TX806871,TX,5,6,2100000,61,C,C,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Robert Gray,Robert,Gray,robertgray@exp.com,(813) 597-2480,Better Homes and Gardens Real Estate,Washington,DC,Washington,DC263378,DC,5,20,14000000,83,A,A,4.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Carter,John,Carter,johncarter@sothebysrealty.com,(303) 613-6165,Zillow Premier Agent,Jackson,MS,Jackson,MS507025,MS,3,10,1800000,61,C,C,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Rachel Gutierrez,Rachel,Gutierrez,rachel.gutierrez@exp.com,(216) 931-9765,Corcoran Global Living,Wichita,KS,Wichita,KS635773,KS,2,15,3000000,65,C,C,3.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Shirley Walker,Shirley,Walker,shirleywalker@remax.com,(208) 508-1945,eXp Realty,Phoenix,AZ,Phoenix,AZ784984,AZ,6,16,7200000,93,A,A,4.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Dennis Stewart,Dennis,Stewart,dennis.stewart@exp.com,(775) 631-2979,Weichert Realtors,Charlotte,NC,Charlotte,NC886413,NC,12,12,3720000,83,B,B,4.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Charles Thompson,Charles,Thompson,charles.thompson@century21.com,(951) 724-1078,United Real Estate,Houston,TX,Houston,TX481444,TX,6,12,4200000,90,A,A,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Hill,Anthony,Hill,hillanthony@gmail.com,(843) 542-1190,Sotheby's International Realty,San Diego,CA,San Diego,CA643498,CA,12,12,9000000,85,A,A,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anna Wright,Anna,Wright,wrightanna@yahoo.com,(704) 338-3367,Berkshire Hathaway HomeServices,Cedar Rapids,IA,Cedar Rapids,IA947005,IA,3,15,3075000,72,C,C,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
James Ross,James,Ross,jamesross@homesmart.com,(575) 773-3092,Local Brokerage,Denver,CO,Denver,CO541658,CO,8,30,16500000,98,A,A,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samantha Davis,Samantha,Davis,davissamantha@weichert.com,(410) 726-3030,CBRE,Washington,DC,Washington,DC208867,DC,3,16,11200000,79,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Campbell,John,Campbell,john_campbell@remax.com,(619) 381-1696,HomeSmart,Cincinnati,OH,Cincinnati,OH226830,OH,4,12,3000000,85,B,B,4.3,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Frank Nguyen,Frank,Nguyen,frank.nguyen@exp.com,(408) 762-2532,Weichert Realtors,Memphis,TN,Memphis,TN126675,TN,3,10,3200000,68,B,B,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Justin Gonzalez,Justin,Gonzalez,jgonzalez@hotmail.com,(214) 514-1076,HomeSmart,Fort Wayne,IN,Fort Wayne,IN555130,IN,2,3,720000,67,C,C,3.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
David Perez,David,Perez,perez.d@homesmart.com,(513) 334-4652,Zillow Premier Agent,Houston,TX,Houston,TX593786,TX,4,50,17500000,81,A,A,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Torres,Cynthia,Torres,cynthiatorres14@exp.com,(402) 493-4667,Redfin,San Diego,CA,San Diego,CA746502,CA,3,16,12000000,86,A,A,4.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Emma Campbell,Emma,Campbell,emmacampbell18@homesmart.com,(408) 416-6933,Berkshire Hathaway HomeServices,New York,NY,New York,NY624878,NY,5,25,21250000,79,A,A,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ashley Hall,Ashley,Hall,ashleyhall@exp.com,(501) 770-3590,JLL,Lincoln,NE,Lincoln,NE800654,NE,1,3,690000,65,C,C,3.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jeffrey Thompson,Jeffrey,Thompson,thompsonjeffrey@aol.com,(410) 216-3560,Independent Agent,Fresno,CA,Fresno,CA376568,CA,2,35,26250000,91,B,B,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Rodriguez,Cynthia,Rodriguez,cynthiarodriguez5@kw.com,(412) 918-1441,Century 21,Chicago,IL,Chicago,IL67901,IL,6,12,3600000,77,A,A,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christopher Alvarez,Christopher,Alvarez,alvarez.c@outlook.com,(512) 416-4453,RE/MAX,Richmond,VA,Richmond,VA426517,VA,7,12,4500000,78,B,B,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patrick Torres,Patrick,Torres,patrick.torres@exp.com,(319) 429-2755,ERA Real Estate,Boise,ID,Boise,ID758707,ID,2,3,1425000,79,C,C,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Scott Foster,Scott,Foster,scott_foster@kw.com,(601) 844-5163,eXp Realty,Montgomery,AL,Montgomery,AL768681,AL,8,8,1760000,67,C,C,4.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Lisa Wood,Lisa,Wood,lisa_wood@realtor.com,(816) 259-2858,Berkshire Hathaway HomeServices,Provo,UT,Provo,UT388931,UT,3,10,5000000,66,C,C,3.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nancy Johnson,Nancy,Johnson,njohnson@yahoo.com,(410) 961-6266,Compass,Washington,DC,Washington,DC452150,DC,15,30,21000000,85,A,A,3.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Pamela Parker,Pamela,Parker,parkerpamela@weichert.com,(305) 754-9214,ERA Real Estate,Shreveport,LA,Shreveport,LA286438,LA,5,12,2760000,85,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Larry Kelly,Larry,Kelly,larrykelly15@coldwellbanker.com,(319) 807-8808,Windermere Real Estate,Tampa,FL,Tampa,FL945008,FL,8,28,11200000,78,B,B,5.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Alexander Evans,Alexander,Evans,evans.a@gmail.com,(719) 425-6742,JPMorgan Real Estate,Bend,OR,Bend,OR958144,OR,1,15,7500000,71,C,C,4.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Larry Long,Larry,Long,larry.long@gmail.com,(541) 412-4993,Weichert Realtors,Lubbock,TX,Lubbock,TX532375,TX,2,8,2800000,64,C,C,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
John Martin,John,Martin,johnmartin3@outlook.com,(513) 903-6002,Better Homes and Gardens Real Estate,Atlanta,GA,Atlanta,GA617281,GA,8,12,3900000,72,A,A,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christine Stewart,Christine,Stewart,christine.stewart@compass.com,(816) 386-5694,United Real Estate,Omaha,NE,Omaha,NE401745,NE,5,10,2300000,72,B,B,4.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christopher Ruiz,Christopher,Ruiz,ruizchristopher@aol.com,(408) 414-9178,Better Homes and Gardens Real Estate,Spokane,WA,Spokane,WA792440,WA,2,8,4800000,81,C,C,3.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Williams,Nicholas,Williams,nwilliams@weichert.com,(318) 605-3922,Sotheby's International Realty,Austin,TX,Austin,TX326172,TX,3,40,14000000,85,A,A,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joseph Edwards,Joseph,Edwards,edwards.j@realtor.com,(828) 437-7510,Sotheby's International Realty,Raleigh,NC,Raleigh,NC346892,NC,8,35,10850000,83,B,B,4.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Edward Cooper,Edward,Cooper,edward_cooper@gmail.com,(505) 976-5150,Independent Agent,Minneapolis,MN,Minneapolis,MN615806,MN,8,25,8750000,80,A,A,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Phillips,Anthony,Phillips,phillips.a@realtor.com,(402) 526-3575,JPMorgan Real Estate,Winston-Salem,NC,Winston-Salem,NC651913,NC,3,12,3720000,79,C,C,4.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jessica Smith,Jessica,Smith,jsmith@sothebysrealty.com,(212) 927-8687,Weichert Realtors,Charleston,SC,Charleston,SC993503,SC,4,28,8120000,81,C,C,3.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Larry Hill,Larry,Hill,lhill@century21.com,(214) 219-1620,Berkshire Hathaway HomeServices,Orlando,FL,Orlando,FL978673,FL,5,28,11200000,77,B,B,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jerry Hernandez,Jerry,Hernandez,jerryhernandez@outlook.com,(412) 534-9001,eXp Realty,San Antonio,TX,San Antonio,TX328815,TX,7,22,7700000,78,B,B,5.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Patricia Flores,Patricia,Flores,flores.p@kw.com,(559) 550-7576,Realty ONE Group,Tampa,FL,Tampa,FL733601,FL,4,12,4800000,60,B,B,3.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Melissa Torres,Melissa,Torres,torresmelissa@aol.com,(408) 894-1496,eXp Realty,Savannah,GA,Savannah,GA731234,GA,3,20,6500000,65,C,C,3.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
William Martin,William,Martin,martin.w@century21.com,(479) 822-8310,Marcus & Millichap,Tampa,FL,Tampa,FL514154,FL,5,15,6000000,80,B,B,3.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Katherine Smith,Katherine,Smith,ksmith@kw.com,(316) 830-1010,Marcus & Millichap,Mobile,AL,Mobile,AL221818,AL,2,6,1320000,84,C,C,4.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Scott Moore,Scott,Moore,scottmoore@realtor.com,(206) 489-3314,United Real Estate,Omaha,NE,Omaha,NE411409,NE,3,45,10350000,84,B,B,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jennifer Rodriguez,Jennifer,Rodriguez,jennifer.rodriguez@kw.com,(515) 379-4653,Independent Agent,Richmond,VA,Richmond,VA282789,VA,3,22,8250000,72,B,B,3.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dorothy Hernandez,Dorothy,Hernandez,hernandezdorothy@sothebysrealty.com,(504) 925-7852,Independent Agent,Chattanooga,TN,Chattanooga,TN690416,TN,3,20,6400000,76,C,C,4.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patricia Flores,Patricia,Flores,pflores@realtor.com,(212) 311-2702,JLL,Houston,TX,Houston,TX431170,TX,15,25,8750000,89,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Karen Lopez,Karen,Lopez,lopez.k@century21.com,(865) 575-9433,Redfin,Charlotte,NC,Charlotte,NC113936,NC,5,4,1240000,62,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samuel Rogers,Samuel,Rogers,samuel_rogers@sothebysrealty.com,(318) 257-1284,Marcus & Millichap,Pittsburgh,PA,Pittsburgh,PA457644,PA,8,8,2320000,71,B,B,4.9,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joseph Collins,Joseph,Collins,josephcollins@homesmart.com,(251) 937-9998,United Real Estate,New Orleans,LA,New Orleans,LA921484,LA,10,18,4140000,73,B,B,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Catherine Adams,Catherine,Adams,catherine.adams@compass.com,(404) 736-5693,Weichert Realtors,Reno,NV,Reno,NV591842,NV,4,12,5100000,80,C,C,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jack Castillo,Jack,Castillo,jack.castillo@kw.com,(702) 860-9349,eXp Realty,Orlando,FL,Orlando,FL771571,FL,1,28,11200000,89,B,B,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
