full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Laura Hughes,Laura,Hughes,lhughes@gmail.com,(313) 827-2122,Independent Agent,Detroit,MI,Detroit,MI431859,MI,1,12,3300000,74,B,B,3.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Christopher Rivera,Christopher,Rivera,christopherrivera2@yahoo.com,(813) 757-4791,Windermere Real Estate,Albuquerque,NM,Albuquerque,NM161243,NM,3,12,3300000,66,C,C,3.4,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michelle Garcia,Michelle,Garcia,michellegarcia9@homesmart.com,(601) 300-1813,RE/MAX,Rochester,NY,Rochester,NY625219,NY,6,10,8500000,73,B,B,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Jacob Rogers,Jacob,Rogers,jacobrogers86@aol.com,(601) 785-1709,Zillow Premier Agent,Detroit,MI,Detroit,MI687073,MI,3,18,4950000,89,B,B,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Richard Turner,Richard,Turner,turner.r@weichert.com,(813) 709-2105,Local Brokerage,Charlotte,NC,Charlotte,NC254111,NC,6,4,1240000,83,B,B,4.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Shirley Alvarez,Shirley,Alvarez,shirleyalvarez3@realtor.com,(408) 635-3581,Marcus & Millichap,Denver,CO,Denver,CO554292,CO,4,20,11000000,73,A,A,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
William Hall,William,Hall,hall.w@outlook.com,(575) 665-3030,Better Homes and Gardens Real Estate,Bend,OR,Bend,OR501214,OR,6,3,1500000,69,C,C,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carolyn Smith,Carolyn,Smith,smith.c@coldwellbanker.com,(541) 822-5320,Redfin,Albuquerque,NM,Albuquerque,NM668554,NM,1,6,1650000,61,C,C,3.9,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Emma Adams,Emma,Adams,adams.e@coldwellbanker.com,(614) 797-2856,Keller Williams,Rochester,NY,Rochester,NY785913,NY,7,18,15300000,80,B,B,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
David Thompson,David,Thompson,david_thompson@century21.com,(713) 259-2778,United Real Estate,Atlanta,GA,Atlanta,GA894087,GA,7,60,19500000,91,A,A,4.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Maria Cruz,Maria,Cruz,mariacruz55@exp.com,(541) 561-6381,Weichert Realtors,Greenville,SC,Greenville,SC234179,SC,1,12,3480000,80,C,C,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Helen Chavez,Helen,Chavez,helen.chavez@hotmail.com,(702) 473-5239,JLL,Phoenix,AZ,Phoenix,AZ903186,AZ,3,30,13500000,90,A,A,3.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sarah Allen,Sarah,Allen,sarahallen16@weichert.com,(402) 613-5573,Realty ONE Group,Oklahoma City,OK,Oklahoma City,OK359503,OK,2,35,7350000,93,B,B,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Rachel Nguyen,Rachel,Nguyen,rachel_nguyen@sothebysrealty.com,(318) 929-8203,Marcus & Millichap,Chattanooga,TN,Chattanooga,TN905419,TN,2,10,3200000,68,C,C,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Emma Hill,Emma,Hill,emma_hill@hotmail.com,(251) 944-1130,eXp Realty,Houston,TX,Houston,TX625283,TX,5,16,5600000,83,A,A,5.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jonathan Watson,Jonathan,Watson,watson.j@gmail.com,(617) 956-5962,Weichert Realtors,Oklahoma City,OK,Oklahoma City,OK419826,OK,4,22,4620000,86,B,B,4.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Melissa Taylor,Melissa,Taylor,melissataylor90@sothebysrealty.com,(951) 673-4148,Zillow Premier Agent,Washington,DC,Washington,DC115885,DC,8,50,35000000,85,A,A,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Patrick Walker,Patrick,Walker,walkerpatrick@remax.com,(336) 571-3015,Windermere Real Estate,Madison,WI,Madison,WI521595,WI,8,6,1650000,75,C,C,3.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Kelly,Anthony,Kelly,akelly@sothebysrealty.com,(816) 896-6237,RE/MAX,Los Angeles,CA,Los Angeles,CA319376,CA,15,16,12000000,95,A,A,3.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Matthew Alvarez,Matthew,Alvarez,matthew.alvarez@outlook.com,(608) 553-9969,Local Brokerage,Columbus,OH,Columbus,OH281496,OH,3,8,2000000,79,B,B,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dennis King,Dennis,King,dennis.king@century21.com,(713) 843-6143,Weichert Realtors,Louisville,KY,Louisville,KY147873,KY,7,4,900000,81,B,B,3.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jennifer Johnson,Jennifer,Johnson,johnson.j@realtor.com,(213) 241-9849,Sotheby's International Realty,San Diego,CA,San Diego,CA460041,CA,3,12,9000000,77,A,A,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Timothy Ramos,Timothy,Ramos,ramostimothy@coldwellbanker.com,(336) 598-4879,Century 21,Boise,ID,Boise,ID102180,ID,2,20,9500000,78,C,C,3.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anthony Ross,Anthony,Ross,anthony.ross@hotmail.com,(806) 853-6700,RE/MAX,Pittsburgh,PA,Pittsburgh,PA153407,PA,7,12,3480000,72,B,B,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Margaret Bennett,Margaret,Bennett,margaret.bennett@realtor.com,(520) 210-2875,JLL,Riverside,CA,Riverside,CA244582,CA,4,4,3000000,79,B,B,3.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jerry Anderson,Jerry,Anderson,anderson.j@gmail.com,(512) 554-5189,Coldwell Banker,Albuquerque,NM,Albuquerque,NM280296,NM,8,15,4125000,74,C,C,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Rachel Evans,Rachel,Evans,rachelevans@outlook.com,(617) 859-1066,Berkshire Hathaway HomeServices,Omaha,NE,Omaha,NE916233,NE,1,15,3450000,65,B,B,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ashley Stewart,Ashley,Stewart,ashley.stewart@homesmart.com,(313) 699-5299,JLL,San Diego,CA,San Diego,CA485724,CA,6,35,26250000,80,A,A,4.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Linda Stewart,Linda,Stewart,stewartlinda@gmail.com,(843) 777-4470,eXp Realty,Chattanooga,TN,Chattanooga,TN466439,TN,4,8,2560000,64,C,C,4.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sharon Torres,Sharon,Torres,sharontorres70@realtor.com,(850) 667-9927,Independent Agent,Phoenix,AZ,Phoenix,AZ330263,AZ,2,12,5400000,73,A,A,3.4,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Angela Garcia,Angela,Garcia,garciaangela@sothebysrealty.com,(608) 455-9944,CBRE,Bend,OR,Bend,OR695079,OR,4,8,4000000,66,C,C,4.1,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christine Garcia,Christine,Garcia,garcia.c@sothebysrealty.com,(828) 545-5753,JLL,Fayetteville,AR,Fayetteville,AR517830,AR,4,28,5460000,90,C,C,4.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephen Wright,Stephen,Wright,wright.s@kw.com,(608) 229-1556,Local Brokerage,Portland,OR,Portland,OR897819,OR,3,16,8000000,73,A,A,5.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michael Long,Michael,Long,michaellong91@aol.com,(509) 421-3039,Marcus & Millichap,Las Vegas,NV,Las Vegas,NV922618,NV,3,8,3400000,73,B,B,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amy Wood,Amy,Wood,amy_wood@aol.com,(260) 300-9113,ERA Real Estate,Shreveport,LA,Shreveport,LA147191,LA,4,10,2300000,85,C,C,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Kevin Ramirez,Kevin,Ramirez,ramirezkevin@yahoo.com,(617) 975-2321,Cushman & Wakefield,Greenville,SC,Greenville,SC932464,SC,4,3,870000,66,C,C,5.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Lisa Myers,Lisa,Myers,lisa.myers@compass.com,(559) 970-3313,RE/MAX,Cincinnati,OH,Cincinnati,OH718879,OH,2,10,2500000,60,B,B,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kathleen Peterson,Kathleen,Peterson,kpeterson@exp.com,(843) 542-5527,Redfin,Fayetteville,AR,Fayetteville,AR118513,AR,8,15,2925000,77,C,C,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Barbara Walker,Barbara,Walker,bwalker@gmail.com,(208) 621-6224,Zillow Premier Agent,San Francisco,CA,San Francisco,CA586190,CA,12,20,15000000,89,A,A,4.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Deborah Rodriguez,Deborah,Rodriguez,deborah.rodriguez@aol.com,(513) 436-2163,ERA Real Estate,New Orleans,LA,New Orleans,LA619836,LA,3,12,2760000,78,B,B,3.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Kimberly Long,Kimberly,Long,kimberly_long@kw.com,(559) 652-6475,Weichert Realtors,Spokane,WA,Spokane,WA957336,WA,3,6,3600000,85,C,C,3.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christine Garcia,Christine,Garcia,christine.garcia@kw.com,(702) 738-5528,Compass,Los Angeles,CA,Los Angeles,CA992311,CA,10,8,6000000,81,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jason Rodriguez,Jason,Rodriguez,jasonrodriguez63@kw.com,(719) 608-6430,Compass,Charlotte,NC,Charlotte,NC949828,NC,6,10,3100000,80,B,B,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Matthew Morgan,Matthew,Morgan,matthewmorgan@coldwellbanker.com,(502) 890-1670,Zillow Premier Agent,Columbus,OH,Columbus,OH467733,OH,10,8,2000000,76,B,B,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gregory Watson,Gregory,Watson,gwatson@kw.com,(512) 929-8569,Keller Williams,Rochester,NY,Rochester,NY263101,NY,7,28,23800000,93,B,B,4.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Janet Parker,Janet,Parker,parker.j@exp.com,(479) 590-7874,CBRE,Spokane,WA,Spokane,WA530435,WA,5,6,3600000,80,C,C,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kevin Allen,Kevin,Allen,kevin.allen@gmail.com,(318) 726-4060,Corcoran Global Living,Atlanta,GA,Atlanta,GA968062,GA,7,40,13000000,96,A,A,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Elizabeth Reed,Elizabeth,Reed,elizabethreed99@gmail.com,(614) 838-5460,Realty ONE Group,Orlando,FL,Orlando,FL136025,FL,1,28,11200000,74,B,B,4.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Melissa Gutierrez,Melissa,Gutierrez,melissa.gutierrez@sothebysrealty.com,(512) 739-3059,Sotheby's International Realty,St. Louis,MO,St. Louis,MO448898,MO,4,10,2600000,72,B,B,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samuel Cox,Samuel,Cox,samuel_cox@realtor.com,(316) 655-3833,Redfin,Raleigh,NC,Raleigh,NC267445,NC,7,12,3720000,71,B,B,4.1,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brian Johnson,Brian,Johnson,johnson.b@exp.com,(512) 526-3944,United Real Estate,Madison,WI,Madison,WI178351,WI,4,8,2200000,62,C,C,3.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Gregory White,Gregory,White,gregorywhite@gmail.com,(479) 590-5016,HomeSmart,Spokane,WA,Spokane,WA353644,WA,4,10,6000000,82,C,C,3.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Dennis Gutierrez,Dennis,Gutierrez,dennisgutierrez6@outlook.com,(313) 523-3959,Compass,Cleveland,OH,Cleveland,OH969333,OH,5,28,7000000,89,B,B,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Foster,Maria,Foster,foster.m@sothebysrealty.com,(408) 443-7783,Coldwell Banker,Phoenix,AZ,Phoenix,AZ265326,AZ,6,40,18000000,87,A,A,4.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jessica Campbell,Jessica,Campbell,campbell.j@aol.com,(575) 652-8189,Local Brokerage,Los Angeles,CA,Los Angeles,CA216652,CA,8,30,22500000,83,A,A,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Maria Jackson,Maria,Jackson,maria_jackson@exp.com,(541) 383-3557,Redfin,Milwaukee,WI,Milwaukee,WI299478,WI,7,10,2750000,66,B,B,3.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Raymond Jackson,Raymond,Jackson,raymondjackson@homesmart.com,(702) 603-4895,Redfin,Wichita,KS,Wichita,KS196525,KS,4,12,2400000,77,C,C,3.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda James,Linda,James,lindajames78@exp.com,(970) 433-5909,Berkshire Hathaway HomeServices,Birmingham,AL,Birmingham,AL881179,AL,7,35,7700000,89,B,B,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
George Gray,George,Gray,gray.g@homesmart.com,(608) 453-3576,Redfin,Raleigh,NC,Raleigh,NC301402,NC,3,10,3100000,75,B,B,3.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Angela Perez,Angela,Perez,angela.perez@hotmail.com,(402) 810-5151,Cushman & Wakefield,Houston,TX,Houston,TX624619,TX,5,8,2800000,82,A,A,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Katherine Cox,Katherine,Cox,katherinecox18@century21.com,(402) 466-5555,CBRE,Fort Wayne,IN,Fort Wayne,IN938276,IN,4,15,3600000,65,C,C,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Mark Rodriguez,Mark,Rodriguez,mark.rodriguez@compass.com,(251) 808-6317,Corcoran Global Living,Portland,OR,Portland,OR804832,OR,10,20,10000000,83,A,A,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Karen Harris,Karen,Harris,karen.harris@yahoo.com,(317) 201-9192,Independent Agent,Miami,FL,Miami,FL544721,FL,4,20,8000000,78,A,A,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Hall,Cynthia,Hall,chall@gmail.com,(412) 535-4306,Coldwell Banker,Orlando,FL,Orlando,FL363568,FL,4,12,4800000,64,B,B,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Katherine Hughes,Katherine,Hughes,hugheskatherine@gmail.com,(816) 232-7329,Realty ONE Group,Spokane,WA,Spokane,WA299873,WA,2,10,6000000,61,C,C,4.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Rachel Alvarez,Rachel,Alvarez,alvarezrachel@homesmart.com,(216) 203-6675,Coldwell Banker,Little Rock,AR,Little Rock,AR854328,AR,5,8,1560000,69,C,C,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anna Green,Anna,Green,annagreen@kw.com,(719) 857-3965,eXp Realty,Columbus,OH,Columbus,OH426537,OH,6,8,2000000,90,B,B,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Maria Brooks,Maria,Brooks,brooks.m@aol.com,(318) 386-7609,Independent Agent,Tucson,AZ,Tucson,AZ106176,AZ,2,12,5400000,81,B,B,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Rachel Torres,Rachel,Torres,racheltorres79@sothebysrealty.com,(601) 276-5299,United Real Estate,Pittsburgh,PA,Pittsburgh,PA242072,PA,3,10,2900000,78,B,B,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Patricia Jackson,Patricia,Jackson,patricia.jackson@outlook.com,(843) 699-8997,Sotheby's International Realty,New York,NY,New York,NY711191,NY,7,35,29750000,88,A,A,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carol Lee,Carol,Lee,lee.c@homesmart.com,(206) 570-2549,CBRE,Dallas,TX,Dallas,TX303699,TX,5,16,5600000,80,A,A,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Eric Miller,Eric,Miller,emiller@kw.com,(719) 914-1274,Realty ONE Group,Los Angeles,CA,Los Angeles,CA764036,CA,6,16,12000000,91,A,A,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christine Sanders,Christine,Sanders,sanders.c@homesmart.com,(813) 811-7630,ERA Real Estate,Kansas City,MO,Kansas City,MO986686,MO,2,10,2600000,66,B,B,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jerry Carter,Jerry,Carter,carterjerry@exp.com,(205) 659-5930,Cushman & Wakefield,Austin,TX,Austin,TX825279,TX,4,40,14000000,78,A,A,3.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christine Rodriguez,Christine,Rodriguez,christine.rodriguez@hotmail.com,(414) 949-2093,eXp Realty,Des Moines,IA,Des Moines,IA765805,IA,3,6,1230000,72,C,C,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nancy Murphy,Nancy,Murphy,nancy.murphy@kw.com,(608) 882-1246,eXp Realty,Washington,DC,Washington,DC104763,DC,7,16,11200000,79,A,A,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Foster,Maria,Foster,mfoster@hotmail.com,(208) 465-9597,RE/MAX,Boise,ID,Boise,ID329226,ID,4,6,2850000,75,C,C,4.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sarah Garcia,Sarah,Garcia,garcia.s@yahoo.com,(559) 432-5797,HomeSmart,Las Vegas,NV,Las Vegas,NV638606,NV,8,45,19125000,84,B,B,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Hernandez,Nicholas,Hernandez,nhernandez@compass.com,(405) 615-1709,HomeSmart,Knoxville,TN,Knoxville,TN189548,TN,1,6,1920000,82,C,C,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jeffrey Mitchell,Jeffrey,Mitchell,jeffreymitchell@sothebysrealty.com,(212) 939-7603,Corcoran Global Living,Tucson,AZ,Tucson,AZ741247,AZ,3,10,4500000,72,B,B,3.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sandra Rogers,Sandra,Rogers,rogerssandra@compass.com,(615) 927-1120,Cushman & Wakefield,Chattanooga,TN,Chattanooga,TN354367,TN,6,15,4800000,85,C,C,3.7,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Taylor,Laura,Taylor,laurataylor70@sothebysrealty.com,(405) 641-7895,Berkshire Hathaway HomeServices,Sacramento,CA,Sacramento,CA171989,CA,4,15,11250000,84,B,B,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samuel Baker,Samuel,Baker,bakersamuel@aol.com,(404) 794-4545,Compass,Fort Collins,CO,Fort Collins,CO118818,CO,7,8,4400000,89,C,C,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Morales,Donald,Morales,moralesdonald@remax.com,(864) 562-1938,ERA Real Estate,San Diego,CA,San Diego,CA148735,CA,10,16,12000000,81,A,A,4.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Daniel Hughes,Daniel,Hughes,danielhughes28@century21.com,(205) 790-3843,United Real Estate,Boston,MA,Boston,MA146535,MA,8,60,39000000,79,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Hall,Andrew,Hall,ahall@century21.com,(828) 634-8883,United Real Estate,Lincoln,NE,Lincoln,NE789320,NE,1,12,2760000,62,C,C,4.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Nicole Wilson,Nicole,Wilson,nicolewilson@aol.com,(912) 544-5422,Keller Williams,Buffalo,NY,Buffalo,NY570605,NY,6,8,6800000,67,B,B,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Edwards,Nicholas,Edwards,edwards.n@gmail.com,(541) 896-1558,Berkshire Hathaway HomeServices,Columbus,OH,Columbus,OH101555,OH,2,8,2000000,66,B,B,3.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Stephanie Collins,Stephanie,Collins,collinsstephanie@homesmart.com,(775) 412-6929,United Real Estate,Albuquerque,NM,Albuquerque,NM129933,NM,6,8,2200000,71,C,C,4.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
